model,series,start_index,start_timestamp,horizon,tau_pred,tau_true,cp_abs_error,tolerance_hit,safe_ceiling,bound_95,actual_interval_max,sharpness,coverage_hits,coverage_count,coverage_window,y_pred_median,y_pred_95
chronos2,T70737B,737,2025-01-01 00:12:17,48,15,48,33.0,0,18.74207878112793,18.74207878112793,18.684186514928676,0.057892266199253584,48,48,1.0,"[15.880690574645996, 15.855661392211914, 15.796372413635254, 15.686302185058594, 15.52066421508789, 15.219802856445312, 14.520577430725098, 13.566126823425293, 12.762572288513184, 12.278160095214844, 12.046809196472168, 12.0247802734375, 12.043033599853516, 12.139385223388672, 12.585643768310547, 15.549201965332031, 15.717448234558105, 15.738943099975586, 15.668328285217285, 15.627352714538574, 15.579328536987305, 15.60938835144043, 15.658401489257812, 15.760316848754883, 15.855661392211914, 15.844840049743652, 15.772329330444336, 15.67944622039795, 15.559921264648438, 15.352700233459473, 14.776507377624512, 13.814844131469727, 12.916556358337402, 12.376357078552246, 12.157661437988281, 12.104249954223633, 12.054047584533691, 12.139190673828125, 12.390264511108398, 15.298480987548828, 15.843735694885254, 15.862022399902344, 15.734029769897461, 15.634346008300781, 15.594887733459473, 15.61447525024414, 15.667065620422363, 15.694489479064941]","[18.078975677490234, 18.349853515625, 18.54153823852539, 18.688396453857422, 18.74207878112793, 18.607126235961914, 17.964969635009766, 17.195459365844727, 16.52062225341797, 15.5198335647583, 14.893874168395996, 14.399385452270508, 14.616976737976074, 15.267014503479004, 16.541051864624023, 19.67197608947754, 19.265460968017578, 19.271591186523438, 18.973337173461914, 18.967636108398438, 18.850921630859375, 18.973674774169922, 19.198711395263672, 19.48341941833496, 19.746471405029297, 19.819669723510742, 19.82744789123535, 19.803937911987305, 19.75358009338379, 19.38448715209961, 18.993770599365234, 17.965721130371094, 18.555463790893555, 17.412649154663086, 16.323434829711914, 15.695488929748535, 16.018112182617188, 16.338077545166016, 18.039875030517578, 20.659475326538086, 20.308448791503906, 19.901987075805664, 19.456260681152344, 19.18640899658203, 19.260324478149414, 19.07427215576172, 19.313762664794922, 19.38471031188965]"
chronos2,T70737B,786,2025-01-01 00:13:06,48,10,12,2.0,1,23.505142211914062,23.505142211914062,19.82682691057072,3.6783153013433427,12,12,1.0,"[19.64858055114746, 18.72139549255371, 18.39390754699707, 18.277467727661133, 18.126667022705078, 18.021074295043945, 17.880847930908203, 17.69404411315918, 17.553791046142578, 17.427141189575195, 17.343128204345703, 17.259641647338867, 17.191165924072266, 17.11541175842285, 17.157821655273438, 17.16505241394043, 17.241737365722656, 17.17554473876953, 17.04885482788086, 16.8702335357666, 16.752086639404297, 16.804271697998047, 16.942487716674805, 17.084962844848633, 17.157644271850586, 17.11652946472168, 17.173582077026367, 17.20552635192871, 17.26026725769043, 17.26443862915039, 17.200105667114258, 17.11630630493164, 16.901731491088867, 16.85245132446289, 16.85101890563965, 16.814891815185547, 16.788679122924805, 16.77642250061035, 16.829029083251953, 16.905555725097656, 16.963029861450195, 16.937646865844727, 16.834819793701172, 16.750247955322266, 16.69411277770996, 16.74073600769043, 16.845293045043945, 16.994630813598633]","[22.224380493164062, 22.48833465576172, 22.929866790771484, 23.022010803222656, 23.134849548339844, 23.124969482421875, 23.423358917236328, 23.505142211914062, 23.276016235351562, 23.337749481201172, 23.190731048583984, 23.316936492919922, 23.41852569580078, 23.18581771850586, 23.32114028930664, 23.596288681030273, 24.069103240966797, 24.161273956298828, 24.025938034057617, 23.770076751708984, 24.061115264892578, 24.013917922973633, 24.29302978515625, 24.56540298461914, 24.5859375, 24.798091888427734, 24.794044494628906, 24.669750213623047, 24.65005874633789, 24.629146575927734, 24.93301010131836, 24.880970001220703, 24.700042724609375, 24.702449798583984, 24.640323638916016, 24.48583221435547, 24.89205551147461, 24.83377456665039, 25.011375427246094, 25.134613037109375, 25.328655242919922, 25.43878936767578, 25.41832160949707, 25.294633865356445, 25.362873077392578, 25.240863800048828, 25.711681365966797, 25.78421401977539]"
chronos2,T70737B,1222,2025-01-01 00:20:22,48,24,24,0.0,1,23.80853843688965,23.80853843688965,22.95920331566744,0.8493351212222073,24,24,1.0,"[20.644775390625, 20.324493408203125, 20.05829620361328, 19.632827758789062, 19.26466178894043, 18.919469833374023, 18.62366485595703, 18.360172271728516, 18.170825958251953, 18.039520263671875, 17.96357536315918, 17.906322479248047, 17.92903709411621, 17.93771743774414, 17.956249237060547, 17.984485626220703, 18.138757705688477, 18.28854751586914, 18.43899154663086, 18.853031158447266, 19.48915672302246, 20.010576248168945, 19.89637565612793, 19.23417854309082, 19.093212127685547, 19.121484756469727, 19.05777359008789, 18.916061401367188, 18.874069213867188, 18.894445419311523, 18.962465286254883, 19.03081512451172, 19.04632568359375, 19.069782257080078, 19.0648136138916, 18.97053337097168, 18.94152069091797, 18.949230194091797, 19.01476287841797, 19.172883987426758, 19.33377456665039, 19.542068481445312, 19.7575626373291, 19.97518539428711, 20.22561264038086, 20.565711975097656, 20.848962783813477, 20.75652313232422]","[23.355466842651367, 23.23999786376953, 23.13558578491211, 22.644363403320312, 22.135217666625977, 21.810712814331055, 21.59913444519043, 21.27388572692871, 20.960956573486328, 20.889822006225586, 20.71099090576172, 20.56311798095703, 20.420522689819336, 20.365312576293945, 20.45726776123047, 20.46389389038086, 20.417404174804688, 20.867780685424805, 21.314800262451172, 22.042835235595703, 23.214139938354492, 23.80853843688965, 23.41263198852539, 22.724411010742188, 22.532405853271484, 22.46479034423828, 22.45215606689453, 22.215553283691406, 22.07204818725586, 22.17279815673828, 22.172943115234375, 22.227378845214844, 22.173105239868164, 22.341054916381836, 22.411239624023438, 22.335708618164062, 22.33013343811035, 22.384450912475586, 22.549102783203125, 22.650737762451172, 22.940126419067383, 23.270475387573242, 23.60029411315918, 23.962417602539062, 24.31829833984375, 24.785236358642578, 25.018047332763672, 25.31580924987793]"
chronos2,T70737B,817,2025-01-01 00:13:37,48,19,15,4.0,0,20.742481231689453,20.742481231689453,16.365911865788735,4.376569365900718,15,15,1.0,"[14.253503799438477, 14.349119186401367, 14.485692024230957, 14.768630981445312, 15.285751342773438, 15.863387107849121, 16.20877456665039, 16.63490867614746, 16.875612258911133, 16.985803604125977, 16.931549072265625, 16.931076049804688, 16.99412727355957, 17.004297256469727, 17.049970626831055, 17.158525466918945, 17.108686447143555, 16.605655670166016, 15.968422889709473, 15.458166122436523, 14.979069709777832, 14.681282043457031, 14.598014831542969, 14.560550689697266, 14.537554740905762, 14.601085662841797, 14.88074779510498, 15.246423721313477, 15.633819580078125, 16.07625961303711, 16.333057403564453, 16.593875885009766, 16.997285842895508, 17.07135009765625, 17.033226013183594, 17.0169620513916, 17.084733963012695, 17.175081253051758, 17.308212280273438, 17.339862823486328, 17.13616943359375, 16.732328414916992, 16.08718490600586, 15.56583023071289, 15.096254348754883, 14.85206413269043, 14.625162124633789, 14.554591178894043]","[15.63663101196289, 15.999156951904297, 16.980072021484375, 17.969493865966797, 18.847911834716797, 19.448143005371094, 20.022815704345703, 20.25981903076172, 20.547908782958984, 20.648067474365234, 20.609203338623047, 20.571712493896484, 20.594097137451172, 20.523618698120117, 20.742481231689453, 20.7039794921875, 20.50580406188965, 20.426836013793945, 19.78986930847168, 19.372636795043945, 18.89824676513672, 18.548587799072266, 18.07958221435547, 17.87390899658203, 18.258853912353516, 18.148330688476562, 18.779376983642578, 19.374414443969727, 19.730480194091797, 20.2154541015625, 20.531688690185547, 20.697912216186523, 20.92920684814453, 21.28111457824707, 21.119319915771484, 21.0086727142334, 20.994129180908203, 21.277738571166992, 21.285303115844727, 21.449968338012695, 21.36520004272461, 21.08115005493164, 20.63883399963379, 20.069494247436523, 19.624412536621094, 19.341552734375, 18.82596778869629, 18.086715698242188]"
chronos2,T70737B,698,2025-01-01 00:11:38,48,10,10,0.0,1,16.86102294921875,16.86102294921875,14.828279122488045,2.032743826730705,10,10,1.0,"[13.903919219970703, 13.855351448059082, 13.782700538635254, 13.78848934173584, 13.789617538452148, 13.851761817932129, 13.916403770446777, 13.964593887329102, 13.977803230285645, 14.01384449005127, 13.99347972869873, 13.985296249389648, 14.018412590026855, 14.018211364746094, 14.030364990234375, 14.040143966674805, 14.005570411682129, 13.986825942993164, 13.964373588562012, 13.991389274597168, 13.94355297088623, 13.904478073120117, 13.860584259033203, 13.802778244018555, 13.770735740661621, 13.74880313873291, 13.731245040893555, 13.726963996887207, 13.759060859680176, 13.79156494140625, 13.807625770568848, 13.811565399169922, 13.837563514709473, 13.794622421264648, 13.7658109664917, 13.759371757507324, 13.760307312011719, 13.785660743713379, 13.832901000976562, 13.834529876708984, 13.865924835205078, 13.911216735839844, 13.910261154174805, 13.937495231628418, 13.933298110961914, 13.936301231384277, 13.86279010772705, 13.827777862548828]","[15.116189956665039, 15.468546867370605, 15.728070259094238, 15.976903915405273, 16.136457443237305, 16.312803268432617, 16.50943946838379, 16.6400203704834, 16.733781814575195, 16.86102294921875, 16.93487548828125, 17.078733444213867, 17.18553924560547, 17.249679565429688, 17.252248764038086, 17.36911392211914, 17.62491226196289, 17.742971420288086, 17.869489669799805, 17.964447021484375, 18.050010681152344, 18.02199935913086, 18.071285247802734, 18.112586975097656, 18.26544189453125, 18.226558685302734, 18.317441940307617, 18.52126693725586, 18.60519027709961, 18.677833557128906, 18.73432159423828, 18.934635162353516, 19.28593635559082, 19.15458869934082, 19.313718795776367, 19.41770362854004, 19.445693969726562, 19.58111572265625, 19.642719268798828, 19.92284393310547, 20.259136199951172, 20.107620239257812, 20.332067489624023, 20.365371704101562, 20.563554763793945, 20.42495346069336, 20.391508102416992, 20.466779708862305]"
chronos2,T70737B,955,2025-01-01 00:15:55,48,15,11,4.0,0,18.13321304321289,18.13321304321289,17.023064410108276,1.1101486331046146,11,11,1.0,"[15.318613052368164, 15.189297676086426, 15.012060165405273, 14.819337844848633, 14.669464111328125, 14.563812255859375, 14.546248435974121, 14.494711875915527, 14.506640434265137, 14.509510040283203, 14.552962303161621, 14.72359848022461, 14.929448127746582, 15.1336088180542, 15.483233451843262, 16.028118133544922, 16.0595645904541, 16.031064987182617, 16.085664749145508, 16.11719512939453, 16.165578842163086, 16.195226669311523, 16.203218460083008, 16.225051879882812, 16.25697135925293, 16.222232818603516, 16.191295623779297, 16.20721435546875, 16.237821578979492, 16.254438400268555, 16.206405639648438, 16.14524269104004, 16.07788848876953, 16.001558303833008, 15.962515830993652, 15.933259010314941, 15.939361572265625, 15.927947044372559, 15.921748161315918, 15.929375648498535, 16.009193420410156, 16.05526351928711, 16.044384002685547, 15.948936462402344, 15.785125732421875, 15.666997909545898, 15.546370506286621, 15.447330474853516]","[17.008359909057617, 16.9989013671875, 16.924121856689453, 16.77495765686035, 16.620574951171875, 16.54535484313965, 16.48723602294922, 16.610950469970703, 16.643266677856445, 16.593748092651367, 16.78306770324707, 17.105728149414062, 17.27354621887207, 17.585359573364258, 18.13321304321289, 18.576223373413086, 18.528188705444336, 18.500240325927734, 18.492082595825195, 18.572345733642578, 18.589649200439453, 18.66501235961914, 18.73427391052246, 18.72389030456543, 18.71139907836914, 18.75176239013672, 18.745187759399414, 18.70538902282715, 18.787858963012695, 18.78732681274414, 18.798782348632812, 18.64115333557129, 18.731456756591797, 18.628345489501953, 18.620174407958984, 18.664609909057617, 18.66264533996582, 18.77982521057129, 18.7768497467041, 18.76741600036621, 18.943025588989258, 19.099712371826172, 19.097206115722656, 18.910261154174805, 18.838899612426758, 18.58499526977539, 18.360326766967773, 18.231914520263672]"
chronos2,T70737B,769,2025-01-01 00:12:49,48,27,48,21.0,0,19.965911865234375,19.965911865234375,20.429907168758263,-0.4639953035238875,47,48,0.9791666666666666,"[16.122705459594727, 16.008909225463867, 15.860980987548828, 15.724432945251465, 15.596049308776855, 15.487133026123047, 15.372103691101074, 15.393963813781738, 15.341824531555176, 15.25544548034668, 15.17211627960205, 15.034077644348145, 14.940075874328613, 14.925670623779297, 14.923864364624023, 14.992159843444824, 15.120391845703125, 15.16977310180664, 15.29819393157959, 15.44405746459961, 15.588865280151367, 15.647405624389648, 15.708793640136719, 15.700428009033203, 15.633871078491211, 15.411386489868164, 15.184181213378906, 15.001160621643066, 14.914932250976562, 14.824824333190918, 14.7681884765625, 14.785327911376953, 14.73650074005127, 14.697534561157227, 14.573877334594727, 14.453202247619629, 14.30456829071045, 14.299386024475098, 14.373730659484863, 14.501557350158691, 14.629905700683594, 14.706622123718262, 14.791659355163574, 14.959251403808594, 15.147720336914062, 15.247333526611328, 15.36412239074707, 15.319684982299805]","[17.43770408630371, 17.797225952148438, 17.907766342163086, 18.056196212768555, 18.056461334228516, 18.163114547729492, 18.23398780822754, 18.283363342285156, 18.383264541625977, 18.49188804626465, 18.516584396362305, 18.588090896606445, 18.54103660583496, 18.527549743652344, 18.460277557373047, 18.493900299072266, 18.545534133911133, 18.70629119873047, 18.91526985168457, 19.163406372070312, 19.352182388305664, 19.69881820678711, 19.860477447509766, 19.965911865234375, 19.85947608947754, 19.78359603881836, 19.799457550048828, 19.691932678222656, 19.64139175415039, 19.57121467590332, 19.559099197387695, 19.567943572998047, 19.389240264892578, 19.259401321411133, 19.106868743896484, 19.250234603881836, 19.093996047973633, 19.003196716308594, 18.947967529296875, 19.032751083374023, 19.154808044433594, 19.195016860961914, 19.496265411376953, 19.591781616210938, 19.777442932128906, 19.801612854003906, 20.26375389099121, 20.179798126220703]"
chronos2,T70737B,1217,2025-01-01 00:20:17,48,10,29,19.0,0,22.965133666992188,22.965133666992188,22.95920331566744,0.005930351324746397,29,29,1.0,"[19.64303207397461, 19.759279251098633, 19.8612003326416, 19.87452507019043, 19.661422729492188, 19.321208953857422, 19.062265396118164, 18.867748260498047, 18.583341598510742, 18.274734497070312, 18.04119300842285, 17.829973220825195, 17.646678924560547, 17.52337646484375, 17.45192527770996, 17.462804794311523, 17.434110641479492, 17.47496223449707, 17.531343460083008, 17.570138931274414, 17.614885330200195, 17.687496185302734, 17.844514846801758, 18.00941276550293, 18.326433181762695, 18.791053771972656, 19.0838680267334, 19.092716217041016, 18.668846130371094, 18.525978088378906, 18.498432159423828, 18.51028060913086, 18.441070556640625, 18.436424255371094, 18.48375701904297, 18.533403396606445, 18.595930099487305, 18.650291442871094, 18.684579849243164, 18.67605972290039, 18.60725212097168, 18.568246841430664, 18.58138656616211, 18.647397994995117, 18.8161678314209, 18.946561813354492, 19.081485748291016, 19.133373260498047]","[22.02910041809082, 22.4349308013916, 22.80940818786621, 22.965133666992188, 22.76956558227539, 22.40723991394043, 22.032180786132812, 21.767879486083984, 21.494352340698242, 21.110340118408203, 20.847354888916016, 20.506959915161133, 20.192153930664062, 19.95700454711914, 19.8341121673584, 19.815853118896484, 19.496990203857422, 19.66168975830078, 19.70878028869629, 19.814599990844727, 19.954315185546875, 20.182897567749023, 20.57089614868164, 20.916059494018555, 21.458473205566406, 22.570632934570312, 22.927072525024414, 23.048288345336914, 22.386137008666992, 22.0128231048584, 21.82923126220703, 21.79208755493164, 21.690895080566406, 21.558528900146484, 21.70363998413086, 21.829357147216797, 21.933177947998047, 22.082965850830078, 22.187397003173828, 22.167949676513672, 22.18999481201172, 22.089187622070312, 22.202600479125977, 22.377254486083984, 22.673961639404297, 22.839401245117188, 23.240612030029297, 23.22298812866211]"
chronos2,T70737B,1231,2025-01-01 00:20:31,48,10,15,5.0,0,23.941370010375977,23.941370010375977,22.95920331566744,0.9821666947085355,15,15,1.0,"[20.414039611816406, 20.386974334716797, 20.26954460144043, 20.202133178710938, 20.207378387451172, 20.20927619934082, 20.251094818115234, 20.31589126586914, 20.49989128112793, 20.608295440673828, 20.90452766418457, 21.181232452392578, 21.50766372680664, 21.722251892089844, 21.76496696472168, 21.702171325683594, 21.776840209960938, 21.776716232299805, 21.74509048461914, 21.647029876708984, 21.569475173950195, 21.511926651000977, 21.45775604248047, 21.429073333740234, 21.37704086303711, 21.324844360351562, 21.224437713623047, 21.168331146240234, 21.13217544555664, 21.121688842773438, 21.147836685180664, 21.168563842773438, 21.531984329223633, 21.583864212036133, 21.692527770996094, 21.857322692871094, 22.066816329956055, 22.253313064575195, 22.39171600341797, 22.465078353881836, 22.62946319580078, 22.73658561706543, 22.852975845336914, 22.888580322265625, 22.848526000976562, 22.86667823791504, 22.843198776245117, 22.70336151123047]","[22.773683547973633, 22.91693687438965, 22.926687240600586, 22.934484481811523, 23.00351905822754, 23.047883987426758, 23.190961837768555, 23.39882469177246, 23.574100494384766, 23.941370010375977, 24.333078384399414, 24.95258903503418, 25.357738494873047, 25.588912963867188, 25.85181999206543, 25.96636199951172, 25.409818649291992, 25.511857986450195, 25.418458938598633, 25.46246337890625, 25.308574676513672, 25.344392776489258, 25.38170623779297, 25.42148780822754, 25.432598114013672, 25.401906967163086, 25.44610595703125, 25.51151466369629, 25.463537216186523, 25.610464096069336, 25.509958267211914, 25.684701919555664, 26.620159149169922, 26.7927303314209, 27.08870506286621, 27.461883544921875, 27.588415145874023, 28.007282257080078, 28.47198486328125, 28.71082305908203, 28.845901489257812, 29.01871109008789, 29.269859313964844, 29.569683074951172, 29.637187957763672, 29.57912826538086, 29.630083084106445, 29.490299224853516]"
chronos2,T70737B,754,2025-01-01 00:12:34,48,14,23,9.0,0,21.429933547973633,21.429933547973633,16.849648095877075,4.5802854520965575,23,23,1.0,"[15.41624641418457, 15.606971740722656, 15.75940990447998, 15.893227577209473, 15.980022430419922, 16.084169387817383, 16.08381462097168, 16.05280303955078, 15.951935768127441, 15.883649826049805, 15.901257514953613, 15.874934196472168, 15.828124046325684, 15.70856761932373, 15.519767761230469, 15.216731071472168, 15.036375999450684, 14.788528442382812, 14.610396385192871, 14.537041664123535, 14.465165138244629, 14.591106414794922, 15.027490615844727, 15.21584415435791, 15.311568260192871, 15.367118835449219, 15.427155494689941, 15.482337951660156, 15.525104522705078, 15.55663013458252, 15.557268142700195, 15.546584129333496, 15.426651000976562, 15.573110580444336, 15.821643829345703, 15.973897933959961, 16.07696533203125, 16.094633102416992, 16.003707885742188, 15.88628101348877, 15.664756774902344, 15.357418060302734, 15.167511940002441, 15.111485481262207, 15.012832641601562, 15.0035982131958, 15.195673942565918, 15.232362747192383]","[17.079959869384766, 17.99774932861328, 18.74973487854004, 19.343536376953125, 19.9132080078125, 20.2513370513916, 20.65056800842285, 20.807178497314453, 20.834205627441406, 20.894729614257812, 20.95770263671875, 21.12286376953125, 21.429933547973633, 21.38235092163086, 21.68317413330078, 21.458271026611328, 21.28189468383789, 21.120742797851562, 20.833967208862305, 20.958763122558594, 20.914531707763672, 20.764827728271484, 21.11096954345703, 21.266685485839844, 21.355731964111328, 21.26338768005371, 21.234542846679688, 21.202360153198242, 21.323577880859375, 21.274751663208008, 21.80074691772461, 21.78217124938965, 21.565799713134766, 21.794870376586914, 22.26482391357422, 22.84357452392578, 23.502098083496094, 23.730257034301758, 23.84847640991211, 23.875455856323242, 23.35890769958496, 22.85625457763672, 22.6501407623291, 22.194608688354492, 22.120792388916016, 22.18439292907715, 22.181594848632812, 22.373504638671875]"
