model,split,forecast_windows_path,cp_detector,cp_min_size,cp_period_length,cp_exclusion_radius,cp_score_threshold,cp_model,cp_penalty,cp_jump,num_windows_total,MAE_CP,tau_mae_when_both_break,tolerance,tolerance_hit_rate,tolerance_hit_rate_when_both_break,break_precision,break_recall,break_f1,coverage_rate,sharpness,coverage_gap
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,8,8,0.05,0.6,normal,10.0,1,10000,14.2648,14.2648,3,0.5182,0.5182,1.0,1.0,1.0,0.9293524585449012,-0.7692510810561233,0.020647541455098728
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,8,8,0.05,0.7,normal,10.0,1,10000,14.2648,14.2648,3,0.5182,0.5182,1.0,1.0,1.0,0.9293524585449012,-0.7692510810561233,0.020647541455098728
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,8,8,0.05,0.75,normal,10.0,1,10000,14.2648,14.2648,3,0.5182,0.5182,1.0,1.0,1.0,0.9293524585449012,-0.7692510810561233,0.020647541455098728
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,8,auto,0.05,0.5,normal,10.0,1,10000,9.1358,9.1358,3,0.5299,0.5299,1.0,1.0,1.0,0.9501240115966314,-0.8314269051386592,0.0001240115966314459
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,8,auto,0.05,0.6,normal,10.0,1,10000,9.1358,9.1358,3,0.5299,0.5299,1.0,1.0,1.0,0.9501240115966314,-0.8314269051386592,0.0001240115966314459
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,8,auto,0.05,0.7,normal,10.0,1,10000,9.1358,9.1358,3,0.5299,0.5299,1.0,1.0,1.0,0.9501240115966314,-0.8314269051386592,0.0001240115966314459
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,8,auto,0.05,0.75,normal,10.0,1,10000,9.1358,9.1358,3,0.5299,0.5299,1.0,1.0,1.0,0.9501240115966314,-0.8314269051386592,0.0001240115966314459
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,10,16,0.05,0.5,normal,10.0,1,10000,6.471,6.471,3,0.5259,0.5259,1.0,1.0,1.0,0.9582832339082195,-0.7274420900913692,0.0082832339082195
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,10,16,0.05,0.6,normal,10.0,1,10000,6.471,6.471,3,0.5259,0.5259,1.0,1.0,1.0,0.9582832339082195,-0.7274420900913692,0.0082832339082195
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,10,16,0.05,0.7,normal,10.0,1,10000,6.471,6.471,3,0.5259,0.5259,1.0,1.0,1.0,0.9582832339082195,-0.7274420900913692,0.0082832339082195
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,10,16,0.05,0.75,normal,10.0,1,10000,6.4951,6.466706718734355,3,0.5254,0.5260839090818064,0.9987,1.0,0.9993495772251965,0.9582788701319168,-0.7370686298678891,0.00827887013191686
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,10,8,0.05,0.5,normal,10.0,1,10000,13.0805,13.0805,3,0.4477,0.4477,1.0,1.0,1.0,0.9352817338575451,-1.2207726882213545,0.014718266142454861
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,10,8,0.05,0.6,normal,10.0,1,10000,13.0805,13.0805,3,0.4477,0.4477,1.0,1.0,1.0,0.9352817338575451,-1.2207726882213545,0.014718266142454861
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,10,8,0.05,0.7,normal,10.0,1,10000,13.0853,13.083016603320663,3,0.4475,0.4475895179035807,0.9998,1.0,0.9998999899989999,0.9352642230717337,-1.2210270420973397,0.01473577692826622
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,10,8,0.05,0.75,normal,10.0,1,10000,13.1092,13.051233014594867,3,0.4455,0.44841469552088575,0.9935,1.0,0.9967394030599448,0.9353839295664772,-1.2418324865182357,0.014616070433522754
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,10,auto,0.05,0.5,normal,10.0,1,10000,9.1358,9.1358,3,0.5299,0.5299,1.0,1.0,1.0,0.9501240115966314,-0.8314269051386592,0.0001240115966314459
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,10,auto,0.05,0.6,normal,10.0,1,10000,9.1358,9.1358,3,0.5299,0.5299,1.0,1.0,1.0,0.9501240115966314,-0.8314269051386592,0.0001240115966314459
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,10,auto,0.05,0.7,normal,10.0,1,10000,9.1358,9.1358,3,0.5299,0.5299,1.0,1.0,1.0,0.9501240115966314,-0.8314269051386592,0.0001240115966314459
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,10,auto,0.05,0.75,normal,10.0,1,10000,9.1358,9.1358,3,0.5299,0.5299,1.0,1.0,1.0,0.9501240115966314,-0.8314269051386592,0.0001240115966314459
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,12,16,0.05,0.5,normal,10.0,1,10000,6.471,6.471,3,0.5259,0.5259,1.0,1.0,1.0,0.9582832339082195,-0.7274420900913692,0.0082832339082195
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,12,16,0.05,0.6,normal,10.0,1,10000,6.471,6.471,3,0.5259,0.5259,1.0,1.0,1.0,0.9582832339082195,-0.7274420900913692,0.0082832339082195
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,12,16,0.05,0.7,normal,10.0,1,10000,6.471,6.471,3,0.5259,0.5259,1.0,1.0,1.0,0.9582832339082195,-0.7274420900913692,0.0082832339082195
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,12,16,0.05,0.75,normal,10.0,1,10000,6.4951,6.466706718734355,3,0.5254,0.5260839090818064,0.9987,1.0,0.9993495772251965,0.9582788701319168,-0.7370686298678891,0.00827887013191686
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,12,8,0.05,0.5,normal,10.0,1,10000,10.9638,10.9638,3,0.4427,0.4427,1.0,1.0,1.0,0.9565433615000735,-0.6004638711536066,0.006543361500073508
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,12,8,0.05,0.6,normal,10.0,1,10000,10.9916,10.955793905372895,3,0.4418,0.4428628708901363,0.9976,1.0,0.9987985582699239,0.9564917246259255,-0.6088335003753164,0.00649172462592551
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,12,8,0.05,0.7,normal,10.0,1,10000,12.3774,10.962372731297034,3,0.3934,0.4349269588313413,0.9111626499949581,0.9913329676357652,0.9495586380832282,0.9564893224608961,-0.9872137154182172,0.006489322460896174
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,12,8,0.05,0.75,normal,10.0,1,10000,15.2428,10.69283276450512,3,0.3023,0.4281725100837729,0.6959619952494062,0.9313682993787025,0.7966384477538156,0.954630788485607,-2.043332476731046,0.004630788485607051
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,12,auto,0.05,0.5,normal,10.0,1,10000,9.1358,9.1358,3,0.5299,0.5299,1.0,1.0,1.0,0.9501240115966314,-0.8314269051386592,0.0001240115966314459
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,12,auto,0.05,0.6,normal,10.0,1,10000,9.1358,9.1358,3,0.5299,0.5299,1.0,1.0,1.0,0.9501240115966314,-0.8314269051386592,0.0001240115966314459
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,12,auto,0.05,0.7,normal,10.0,1,10000,9.1358,9.1358,3,0.5299,0.5299,1.0,1.0,1.0,0.9501240115966314,-0.8314269051386592,0.0001240115966314459
lstm,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/lstm_forecast_windows.csv,clasp,12,auto,0.05,0.75,normal,10.0,1,10000,9.1358,9.1358,3,0.5299,0.5299,1.0,1.0,1.0,0.9501240115966314,-0.8314269051386592,0.0001240115966314459
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,8,16,0.05,0.5,normal,10.0,1,10000,6.5335,6.5335,3,0.493,0.493,1.0,1.0,1.0,0.9775028434808849,5.406619921972409,0.027502843480884942
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,8,16,0.05,0.6,normal,10.0,1,10000,6.5335,6.5335,3,0.493,0.493,1.0,1.0,1.0,0.9775028434808849,5.406619921972409,0.027502843480884942
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,8,16,0.05,0.7,normal,10.0,1,10000,6.5399,6.534806961392278,3,0.4928,0.4928985797159432,1.0,0.9998,0.9998999899989999,0.9775028434808849,5.406619921972409,0.027502843480884942
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,8,16,0.05,0.75,normal,10.0,1,10000,6.5848,6.531228070175438,3,0.4918,0.4930325814536341,0.9986984381257509,0.9987984379693602,0.9987484355444306,0.9775101741895412,5.404545613681422,0.02751017418954127
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,8,8,0.05,0.5,normal,10.0,1,10000,14.4762,14.4762,3,0.5209,0.5209,1.0,1.0,1.0,0.9615595797752456,5.582501009755098,0.011559579775245687
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,8,8,0.05,0.6,normal,10.0,1,10000,14.4762,14.4762,3,0.5209,0.5209,1.0,1.0,1.0,0.9615595797752456,5.582501009755098,0.011559579775245687
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,8,8,0.05,0.7,normal,10.0,1,10000,14.4762,14.4762,3,0.5209,0.5209,1.0,1.0,1.0,0.9615595797752456,5.582501009755098,0.011559579775245687
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,8,8,0.05,0.75,normal,10.0,1,10000,14.4762,14.4762,3,0.5209,0.5209,1.0,1.0,1.0,0.9615595797752456,5.582501009755098,0.011559579775245687
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,8,auto,0.05,0.5,normal,10.0,1,10000,10.6633,10.6633,3,0.4666,0.4666,1.0,1.0,1.0,0.9700325143648749,5.661485895917442,0.020032514364874965
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,8,auto,0.05,0.6,normal,10.0,1,10000,10.6633,10.6633,3,0.4666,0.4666,1.0,1.0,1.0,0.9700325143648749,5.661485895917442,0.020032514364874965
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,8,auto,0.05,0.7,normal,10.0,1,10000,10.6633,10.6633,3,0.4666,0.4666,1.0,1.0,1.0,0.9700325143648749,5.661485895917442,0.020032514364874965
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,8,auto,0.05,0.75,normal,10.0,1,10000,10.6633,10.6633,3,0.4666,0.4666,1.0,1.0,1.0,0.9700325143648749,5.661485895917442,0.020032514364874965
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,10,16,0.05,0.5,normal,10.0,1,10000,6.5335,6.5335,3,0.493,0.493,1.0,1.0,1.0,0.9775028434808849,5.406619921972409,0.027502843480884942
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,10,16,0.05,0.6,normal,10.0,1,10000,6.5335,6.5335,3,0.493,0.493,1.0,1.0,1.0,0.9775028434808849,5.406619921972409,0.027502843480884942
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,10,16,0.05,0.7,normal,10.0,1,10000,6.5399,6.534806961392278,3,0.4928,0.4928985797159432,1.0,0.9998,0.9998999899989999,0.9775028434808849,5.406619921972409,0.027502843480884942
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,10,16,0.05,0.75,normal,10.0,1,10000,6.5848,6.531228070175438,3,0.4918,0.4930325814536341,0.9986984381257509,0.9987984379693602,0.9987484355444306,0.9775101741895412,5.404545613681422,0.02751017418954127
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,10,8,0.05,0.5,normal,10.0,1,10000,13.0802,13.0802,3,0.467,0.467,1.0,1.0,1.0,0.9635091002330164,5.547069777853596,0.013509100233016436
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,10,8,0.05,0.6,normal,10.0,1,10000,13.0802,13.0802,3,0.467,0.467,1.0,1.0,1.0,0.9635091002330164,5.547069777853596,0.013509100233016436
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,10,8,0.05,0.7,normal,10.0,1,10000,13.0804,13.07852355706712,3,0.4669,0.46704011203361007,0.9997999799979999,0.9998999799959992,0.9998499774966245,0.9635079829098269,5.546815423977611,0.01350798290982691
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,10,8,0.05,0.75,normal,10.0,1,10000,13.2108,13.069974683544304,3,0.4622,0.46805063291139243,0.9934607645875252,0.9939607448414696,0.9937106918238993,0.9649704669564249,5.550191560666091,0.0149704669564249
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,10,auto,0.05,0.5,normal,10.0,1,10000,10.6633,10.6633,3,0.4666,0.4666,1.0,1.0,1.0,0.9700325143648749,5.661485895917442,0.020032514364874965
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,10,auto,0.05,0.6,normal,10.0,1,10000,10.6633,10.6633,3,0.4666,0.4666,1.0,1.0,1.0,0.9700325143648749,5.661485895917442,0.020032514364874965
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,10,auto,0.05,0.7,normal,10.0,1,10000,10.6633,10.6633,3,0.4666,0.4666,1.0,1.0,1.0,0.9700325143648749,5.661485895917442,0.020032514364874965
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,10,auto,0.05,0.75,normal,10.0,1,10000,10.6633,10.6633,3,0.4666,0.4666,1.0,1.0,1.0,0.9700325143648749,5.661485895917442,0.020032514364874965
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,12,16,0.05,0.5,normal,10.0,1,10000,6.5335,6.5335,3,0.493,0.493,1.0,1.0,1.0,0.9775028434808849,5.406619921972409,0.027502843480884942
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,12,16,0.05,0.6,normal,10.0,1,10000,6.5335,6.5335,3,0.493,0.493,1.0,1.0,1.0,0.9775028434808849,5.406619921972409,0.027502843480884942
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,12,16,0.05,0.7,normal,10.0,1,10000,6.5399,6.534806961392278,3,0.4928,0.4928985797159432,1.0,0.9998,0.9998999899989999,0.9775028434808849,5.406619921972409,0.027502843480884942
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,12,16,0.05,0.75,normal,10.0,1,10000,6.5848,6.531228070175438,3,0.4918,0.4930325814536341,0.9986984381257509,0.9987984379693602,0.9987484355444306,0.9775101741895412,5.404545613681422,0.02751017418954127
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,12,8,0.05,0.5,normal,10.0,1,10000,11.3816,11.3816,3,0.4315,0.4315,1.0,1.0,1.0,0.9715060412900771,5.5778458724524,0.02150604129007716
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,12,8,0.05,0.6,normal,10.0,1,10000,11.4117,11.371359710785299,3,0.4298,0.43161277364932715,0.9975956722099779,0.998195669607057,0.997895580719511,0.9716488618124709,5.576392926182294,0.021648861812470943
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,12,8,0.05,0.7,normal,10.0,1,10000,13.2414,11.256971873129862,3,0.3651,0.42716935966487135,0.9123170998034505,0.9166209544706527,0.9144639632244294,0.9732963419323952,5.49116570203958,0.02329634193239527
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,12,8,0.05,0.75,normal,10.0,1,10000,15.7284,11.176396997497914,3,0.2936,0.41075896580483734,0.6941670285135331,0.6929634445889322,0.6935647143890095,0.9740171348205876,5.5054552378344574,0.02401713482058765
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,12,auto,0.05,0.5,normal,10.0,1,10000,10.6633,10.6633,3,0.4666,0.4666,1.0,1.0,1.0,0.9700325143648749,5.661485895917442,0.020032514364874965
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,12,auto,0.05,0.6,normal,10.0,1,10000,10.6633,10.6633,3,0.4666,0.4666,1.0,1.0,1.0,0.9700325143648749,5.661485895917442,0.020032514364874965
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,12,auto,0.05,0.7,normal,10.0,1,10000,10.6633,10.6633,3,0.4666,0.4666,1.0,1.0,1.0,0.9700325143648749,5.661485895917442,0.020032514364874965
seasonal_naive,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/seasonal_naive_forecast_windows.csv,clasp,12,auto,0.05,0.75,normal,10.0,1,10000,10.6633,10.6633,3,0.4666,0.4666,1.0,1.0,1.0,0.9700325143648749,5.661485895917442,0.020032514364874965
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,8,16,0.05,0.5,normal,10.0,1,10000,5.7393,5.7393,3,0.5668,0.5668,1.0,1.0,1.0,0.9623221373691419,-0.970258991512916,0.012322137369141895
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,8,16,0.05,0.6,normal,10.0,1,10000,5.7393,5.7393,3,0.5668,0.5668,1.0,1.0,1.0,0.9623221373691419,-0.970258991512916,0.012322137369141895
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,8,16,0.05,0.7,normal,10.0,1,10000,5.7393,5.7393,3,0.5668,0.5668,1.0,1.0,1.0,0.9623221373691419,-0.970258991512916,0.012322137369141895
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,8,16,0.05,0.75,normal,10.0,1,10000,5.7714,5.7385601281666165,3,0.566,0.5667367577851207,0.9987,1.0,0.9993495772251965,0.9623207349519334,-0.979885531289436,0.01232073495193342
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,8,8,0.05,0.5,normal,10.0,1,10000,13.0167,13.0167,3,0.4411,0.4411,1.0,1.0,1.0,0.9406424690557493,-0.2188170395560317,0.009357530944250625
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,8,8,0.05,0.6,normal,10.0,1,10000,13.0167,13.0167,3,0.4411,0.4411,1.0,1.0,1.0,0.9406424690557493,-0.2188170395560317,0.009357530944250625
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,8,8,0.05,0.7,normal,10.0,1,10000,13.0167,13.0167,3,0.4411,0.4411,1.0,1.0,1.0,0.9406424690557493,-0.2188170395560317,0.009357530944250625
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,8,8,0.05,0.75,normal,10.0,1,10000,13.0167,13.0167,3,0.4411,0.4411,1.0,1.0,1.0,0.9406424690557493,-0.2188170395560317,0.009357530944250625
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,8,auto,0.05,0.5,normal,10.0,1,10000,9.6904,9.6904,3,0.4551,0.4551,1.0,1.0,1.0,0.9512094105997781,-0.7113641574455973,0.0012094105997781934
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,8,auto,0.05,0.6,normal,10.0,1,10000,9.6904,9.6904,3,0.4551,0.4551,1.0,1.0,1.0,0.9512094105997781,-0.7113641574455973,0.0012094105997781934
tft,train,results/experiments/data_tim_milan_10min_trainable_200_ctx144_h48/q50_q95_seed42/cp_sweep/train/train_forecast_cache/tft_forecast_windows.csv,clasp,8,auto,0.05,0.7,normal,10.0,1,10000,9.6904,9.6904,3,0.4551,0.4551,1.0,1.0,1.0,0.9512094105997781,-0.7113641574455973,0.0012094105997781934
