timestamp,T36870A,T36870B,T70721A,T70721B,T70721C,T70722A,T70722B,T70722C,T70724A,T70724B,T70724C,T70725A,T70725B,T70725C,T70730A,T70730B,T70730C,T70731A,T70731B,T70731C,T70735A,T70735B,T70735C,T70736A,T70736B,T70736C,T70737A,T70737B,T70737C,T70738A,T70738B,T70738C,T70743A,T70743B,T70743C,T70744A,T70744B,T70744C,T70745A,T70745B,T70745C,T70747A,T70747B,T70747C,T76995A,T76995B,T76995C,T77125A,T77125B,T77125C,T78256A,T78256B,T78256C,T78258A,T78258B,T78258C,T78259A,T78259B,T78259C,T78262A,T78262B,T78262C,T78264A,T78264B,T78264C,T78269A,T78269B,T78269C,T78270A,T78270B,T78270C,T78271A,T78271B,T78271C,T78273A,T78273B,T78273C,T78274A,T78274B,T78274C,T78279A,T78279B,T78279C,T78280A,T78280B,T78280C
2025-01-01 00:00:00,0.2773955239299834,0.1745136488296163,0.0,1.7377748931694033,0.0,4.310759370148916,10.448783328519612,9.134934089897424,9.890449242948064,5.790451678907627,7.992322357459327,9.446752971160445,11.911349411428494,7.28606065207529,22.40072276105506,10.25497100022831,10.815013260213377,1.646938313612486,6.971557845350486,5.6064203247852085,9.51899618861907,6.719391861298105,5.436942305357596,1.0901321206880668,1.0382590319642635,3.2033314473696386,6.781184627102494,7.341204594489893,11.963328797734004,13.778337760369448,4.634444036720863,9.818112701454533,0.2778759173226564,9.44288059271312,2.282466787255548,11.970263811843902,16.578254412455408,4.033234253890198,8.149808693848923,7.5596573696767235,4.889505817936852,1.1519902664451211,0.8893607973040196,17.60461037960914,5.632369692634323,1.344096225852417,8.528930582559093,3.464974700049892,2.46371539263119,22.14072939454105,15.211692618185436,13.25773324149222,14.796651291139552,9.832358586986098,11.06106246968812,20.938317405660708,5.961484616733701,8.038728512037732,6.494563352053307,9.847484465133146,6.81413451463091,11.002283138289163,0.6648649252395766,0.6688443584418261,3.1595783783469766,9.17747348207376,18.65657579914863,4.385520076379538,7.966427647816944,1.3959585341006189,3.0859752524513677,15.863077768768571,12.311710774339003,24.73181845756945,2.8724569035979446,9.549088943281442,22.86353444269596,19.242626039516463,2.5463683097597776,8.154300940305689,1.5121526648896089,0.415360019858314,2.342540257752487,0.8583284875289513,8.972232224162152,4.515560833435568
2025-01-01 00:00:01,0.2692866898627596,0.1813872963666236,0.0,1.7675573122413937,0.0,4.076737836431543,11.12528440515254,9.486743693900198,9.10414647566718,5.450366581447203,8.019262932509696,8.734982909719502,11.610115161240762,7.568719562361728,20.96756204821894,10.433743054416402,10.119093017804715,1.693858345396405,7.1309118686656445,5.3303337962955215,8.895700786445929,6.50009941813073,5.525097780642487,1.0943477038114544,1.1379231554341187,3.416205196411362,6.682760810350525,7.581088704279924,11.56223841502519,14.563176889339154,4.63507248296936,9.713385601107095,0.2891522937731177,8.897736644228596,2.28325901756584,12.229092716189363,17.518875457729322,3.772561877698864,7.526150708580869,7.933811028769587,4.958909566569222,1.1539730667476766,0.8920113426420657,17.733445581724215,5.396009603097306,1.278835938403377,8.525665325078792,3.331637037162181,2.363013235858709,22.752317870615823,15.509279160376131,14.092690102502148,14.949219998710973,9.90702439792664,11.161720361148731,21.0117985043672,6.035321011052795,8.170358019505366,6.527660621139414,9.419670457875242,7.337230684319836,11.13631358827072,0.6884339979279125,0.7114061483932671,2.786014872323232,9.673004621618166,18.867021283175493,4.396569471892951,7.856259294865278,1.328670132424436,3.2204943230641803,16.360722760283362,11.698579655293264,25.70618585831524,3.055297823808276,9.753731597377737,22.79586028409617,18.42788094452607,2.634015604379216,7.778456990172613,1.5514759704840289,0.4159459492465042,2.428448409284183,0.8746642778830923,9.201153572503472,4.728703276771352
2025-01-01 00:00:02,0.2698222580864536,0.1896362943106381,0.0,1.8475110092479028,0.0,4.477818960059741,10.697560384398637,9.14627952484066,8.86973400333321,5.530652583416094,7.637606298093229,8.651884653641746,11.533274218758653,7.869237131424467,20.69628908238541,10.575457640501174,10.29756872823718,1.6544832884138791,7.220758727889149,4.842111539074574,8.435287058990609,6.010152673412348,5.903018316685023,1.0810366485188825,1.1267700048562708,3.487442105354769,6.760965084104057,8.02633032190818,10.54027749179257,15.15776864398418,4.842502828544982,9.789128752554864,0.2869155634690884,8.569167014205794,2.4064074673921048,12.981518558927345,19.323379629346984,3.833725759612363,7.826922108517417,7.344983923827683,5.5736903957608375,1.132607469535004,0.9202757578433972,17.49653485368686,6.1515552866646495,1.3615656495499904,8.412458345545659,3.056508498968836,2.455186185689149,21.16068781096582,15.577915015710271,14.7363206260709,15.483494689032089,9.40242681147624,11.354466360054214,20.12427662743085,6.269571651072095,8.751073358203165,6.033297458735526,8.563268409854796,8.147319423082731,11.392643947832584,0.6984691567867458,0.7436538836019089,2.8724266906815927,10.185741583138944,18.537795599124298,4.003145316123198,6.924897828594517,1.4185218540897837,2.906591800043523,16.77099891808504,12.60894514681011,26.465478176103385,2.8622374888401216,9.576046782566362,24.249684667084438,18.59990237675469,2.6388825290996154,7.808079924088818,1.6773781295079049,0.4450904388628308,2.585640876254853,0.9000339746894042,9.138787017324251,4.506563501464385
2025-01-01 00:00:03,0.2793602544783433,0.184224711485268,0.0,1.7082103686695016,0.0,4.81072442692567,11.259679796160984,9.10792747960951,9.47942898676342,5.370550936257685,7.813446545881471,8.730020162577338,11.677060767296968,7.932783913569192,22.94133323632889,9.690549359788571,9.206485207175168,1.7342550427828722,6.824949437310178,4.889435135927013,8.858665772850115,5.375210123882061,6.010010085353414,1.1785930463829184,1.1758223429920684,3.706715185177454,6.499295093517105,8.285123489320666,9.40166617719787,15.188766151069318,4.201733120953204,9.10515813439296,0.3082046123349762,8.99541973704561,2.453953651342104,12.453821894003209,18.341018726355177,3.993480892682536,7.831334478182184,6.666783011270518,5.926835389843774,1.195241339478727,0.9499329718097188,17.131099556133105,6.4113739677502855,1.541403916140737,8.726223161765747,3.219926996410664,2.366134793459409,19.965109299374344,15.831835902002958,15.357983098174902,16.270637109481594,9.272573166985763,11.8567726151426,19.163631825910148,6.380287086934307,8.09027702644557,5.156121470147555,9.39226407325127,8.0230754043381,10.919548450865756,0.6923511262553278,0.7462825354134777,2.617425786317274,10.573794433335236,17.57015450326371,3.690094612414645,7.077781344019999,1.32396925730779,2.673024759780026,16.59268744420309,13.557220835312512,27.190319865812626,2.765587624333076,9.94557170778494,23.315423841343268,16.250261525085786,2.760789803248481,8.147335480670938,1.7454034137788548,0.5073137108715805,2.4494990154964342,0.9024398390739056,10.052137146059344,4.760127487797933
2025-01-01 00:00:04,0.2609983465720171,0.1600075379727817,0.0,1.7576790510736615,0.0,4.544706783408421,10.915997477616132,8.968590472701022,10.43957448647279,5.442729652694653,7.857516697541978,8.449633809305508,11.717230500681048,7.666275367044036,22.805158572157367,9.4921492682806,8.815251608028172,1.7004795260595342,6.191183987414644,5.374062769169333,8.931986060526237,5.494743359143699,6.084270199580248,1.2656701064093796,1.3035399227229432,4.2609547154226926,6.670296114944687,7.936048945218276,9.709016655030394,15.858134210732567,3.80577953644578,8.941330380463203,0.314476940862198,7.871845931810183,2.5183651980985755,11.293396484376023,20.173581396787466,3.7326250693074834,6.5363824890893865,6.548723959492813,6.030919033524375,1.1979493388784437,0.9082884989266036,17.16799181018134,5.723774968704682,1.6022769294065669,8.578386834763236,3.1532876063741635,2.423153297576976,19.441895558212643,15.21848876221008,15.336297895363042,16.36457348798426,10.068184476780932,11.722762024562948,19.5793199448602,6.151511188172208,7.218765513170403,5.082183682748645,9.01181283145602,8.010130840915233,10.77062115078634,0.6772688138234627,0.7673454549819139,2.697752835677645,11.005609170714251,17.81023589368713,3.805289293666695,7.370146645463048,1.4621617732273746,2.8164304291157825,15.716231482033011,13.074202134192694,27.51583453052181,2.8349500743697105,8.917664607163328,20.98953016632897,15.128544788982545,2.761331651544641,8.05834412698282,1.7021139870385311,0.5110152419193397,2.549564462137151,0.9465450184346584,9.328819286179142,4.779655821110743
2025-01-01 00:00:05,0.241557776207893,0.1577987292061725,0.0,1.8617894998853988,0.0,4.524644849908919,11.282401009161353,9.784649839212245,10.957907359390491,5.353993302875739,7.67213706192046,8.518556644957709,12.1957606485011,7.8853726552099985,23.115863595806864,9.25822527782966,8.96954276161517,1.7053019029825476,6.290840855606562,5.45106724830289,8.561114204634977,6.129472996228925,5.84449488595022,1.3343188485043995,1.3771535686549607,4.817308919071883,6.338371546109037,7.666669410580841,9.586535339366264,16.28435634113077,4.17599220913675,7.91765705209033,0.2976474365293819,8.425485335069569,2.556976694487933,11.103821005109772,19.69411467631036,3.72003884991044,6.082193755153565,6.475486934726875,5.947840558514858,1.2050778495592118,1.0235092550134304,16.70154186680128,6.015223752904915,1.4978384721660196,8.304556178989543,3.0539212680233674,2.325436635744184,19.52571924268465,14.367788195274446,14.498797475953682,16.190358180521788,9.45392085680528,12.22453516313538,19.793106143732423,6.268572554490596,6.571762317414755,5.458584281635151,9.146647860400344,7.543439488812057,10.864527041368994,0.6706883139872032,0.7765520132638681,2.630498785579336,10.95808087847248,17.004864028170935,3.9813042423313374,7.828864327290655,1.6309210390071671,3.1067875700948986,15.39868506823368,12.511036683580585,28.01213511841656,2.701206445520539,9.391760171709166,23.462264822587,13.326813080240752,2.739294330272888,7.713068691406841,1.6484436525265893,0.4827060456722667,2.5960380310420885,1.0224328716979016,9.184084296488953,4.3432446119957655
2025-01-01 00:00:06,0.24594533886255,0.1647825158288994,0.0,1.83715209071274,0.0,4.320202410116784,10.470556338990738,9.337889970838946,11.50278980542484,5.290280490401005,7.5646426785938194,8.78166313263775,12.489796422092963,7.499021080315292,22.00604442404748,8.909576426955283,9.674815853926226,1.7386445887522757,6.319595431763332,6.220607114445463,8.645012317933068,6.099253843904132,5.829274424431007,1.4632520556848985,1.5014171923753743,5.026425210192199,6.552683558872086,7.853154393202212,9.355846433853714,15.635504863374528,4.159377878229055,7.769125907937007,0.293073628708581,7.56042683592713,2.4755593728578966,11.9804231695504,18.67917490101528,3.6816001518981176,6.1336064646276665,6.561755939235804,6.031744390850087,1.1892830493558142,1.030569773460766,16.680626651864046,6.860206289243833,1.5185582044808923,8.18760354729791,3.052272748010893,2.116019454040384,19.46217235360569,15.04664677624066,14.74709843044311,16.94074801312975,9.283134026039043,11.948184506267996,18.838272178038476,6.229419218544301,6.621423568223007,5.5102836055404,9.292429899029186,7.381894314901125,10.42257539258646,0.6922535589797725,0.7282529669037392,2.722615805073943,10.59397995064716,16.252417873429813,3.8240233721916392,7.539471920949548,1.6855953078428307,3.279232320450224,12.944869748393234,11.226670150471834,28.59738317326093,2.670927987530329,9.361569390117015,22.361982765864177,13.27404606489368,2.4193173456953785,7.7472544753722845,1.7104290707744825,0.5146006095691643,2.548812029032803,1.0567257126920866,9.378954574282698,4.192466512424254
2025-01-01 00:00:07,0.0828709108210504,0.1554153202871595,0.0,1.785792674270474,0.0,3.80733053259587,12.209815102159396,12.737322247889065,11.718080373606885,4.412782953379245,6.003602675090542,6.812948977137149,12.836321254566045,7.22144431842668,22.905780899297653,10.621620881553849,9.007256340471134,0.8993903148204041,4.567342558931337,5.171281855576877,7.454252111475525,5.215523674116782,5.876236888126442,2.208840971976548,2.6236661090093443,7.924893462215758,7.719174861272369,8.85509791304791,8.267866189382804,14.849108723390932,4.034906195258363,8.038086663547887,0.233539254253458,6.0647388537847,2.7072554368992803,15.010762579840604,15.868543153380134,2.4612978931123197,7.465719929309319,6.125224256759883,6.943198554575758,1.1844117414084236,1.246822055136445,17.29912596521715,9.709157682243768,2.0741216343173745,6.944061938275014,3.314363550195362,1.2332790072934003,16.774566922559448,14.076151562884824,14.900258181113257,14.448716694809862,8.900887429555487,11.477329232720496,21.0798203906688,6.927179777854549,5.962949527333608,4.781071754742066,10.536620768181349,6.97241578952564,9.821483225829828,0.7225844565649222,0.6975077444610146,2.601151980899708,10.089537643908995,16.32534050975194,3.973248592432373,7.283790540370508,1.7130192355152078,3.201819254534811,13.800278866231295,11.903586916369015,30.25158537369485,2.4583170706168067,10.651461906309574,20.25984156761049,12.230829414092412,2.5799522046986327,6.088800012630779,2.036872790519957,0.662346327405464,2.6011108334156745,1.4448806237852814,10.581533218397723,3.295089019615159
2025-01-01 00:00:08,0.0763747113481362,0.1605910412374901,0.0,2.051901901594844,0.0,3.869252511163943,10.991142773084896,12.881571609841997,10.63214572417306,4.549874443593258,5.720947366031524,6.796248060908273,11.969688253881843,7.130535694019325,22.20328807687776,9.663671965325834,8.79014647299131,0.8631917088913947,4.535320039728713,5.112381206671686,7.263807564586878,5.230818091313477,5.864833291882246,2.275698049973275,2.6272718101575574,8.119206085037094,7.211196391167408,8.778799162800073,7.843928350358203,13.99632892328384,3.775526457800668,7.420689730782606,0.246843089391448,6.042955246840891,2.595069948548931,14.70363939633886,15.384427469547765,2.407555563910614,7.757248218166472,5.946865368326979,7.014154452089179,1.20790156811015,1.1404303936779376,15.908227882011303,9.815015966779924,2.112015636934276,6.875048279114479,3.467979109014493,1.2493269764916146,15.019569890592525,14.504635330987645,14.616356803407564,13.046216626682265,9.02323817358588,11.862947823929636,21.334716235796417,7.490085038642912,6.109474574138373,4.9053335108906655,9.635562170898792,7.193047076008228,9.33080223623158,0.7191263840195162,0.7049360830928734,2.6144779261206814,9.231474766991,16.272650330068796,3.808673203007869,7.09337430277437,1.6026634259381267,3.0500000090005512,14.60494731708725,11.988244060823064,29.248537178352,2.464704253377692,9.864647599479929,20.011883878772704,12.259034487845518,2.767684063774918,6.142267109653735,2.3506272407163946,0.6456069867328099,2.5119617515865444,1.3808564608250096,9.902753286732615,3.294507652401167
2025-01-01 00:00:09,0.0717203560133304,0.1644093312058953,0.0,2.0240487587549447,0.0,3.980838840084541,10.99939980295366,13.711811388422491,10.315787155939857,4.271398428853867,5.8669899273799375,7.126423566601222,11.861648111382673,6.629030145896525,21.923973958670217,9.12056890985532,8.749285454691057,0.8002411200003293,4.375453035529622,4.590130356001925,7.854046805210853,5.815174357558623,5.804876282183151,2.6546387945427106,2.690388365555819,7.412448440284848,7.205832821328249,8.615204735472465,7.854997881449057,14.951871385738423,3.857220936500724,7.273863695660829,0.2464471791660306,6.106917193870267,2.252111536841669,14.072168027884793,16.21523989335693,2.4911807855728627,7.460677494330845,6.000564652226198,6.672108367386199,1.2951025604616777,1.1752854536745825,15.36772060236382,8.791868728232,2.2883513098977395,6.715934357504599,3.295163165023007,1.2125061906562935,15.58110009693053,14.875477579096072,15.001968746522984,13.862276666613148,8.594418886721282,11.883335314967692,21.077896979433213,7.00659029871504,6.258903297792231,5.194745968563323,9.553808118847012,7.085714702732788,9.366213193593197,0.7188249118176946,0.6890171746146825,2.5646345397058505,9.611945009048798,16.31267033547051,3.980207374327772,6.630220580599899,1.4848966632219671,3.079951068013667,15.0228459283648,11.57442512350084,28.5400290406854,2.2617831071562957,10.148973441758576,18.55010833802029,12.488316556748607,2.646249489297908,6.059824223198098,2.182457932399999,0.6439901834136594,2.3491748330596924,1.5832130966074769,10.961103861630734,3.2937473769194847
