timestamp,T70721A,T70721B,T70721C,T70722A,T70722B,T70722C,T70724A,T70724B,T70724C,T70725A,T70725B,T70725C,T70730A,T70730B,T70730C,T70735A,T70735B,T70735C,T70737A,T70737B,T70737C,T70738A,T70738B,T70738C,T70743A,T70743B,T70743C,T70744A,T70744B,T70744C,T70745A,T70745B,T70745C,T70747A,T70747B,T70747C,T76995A,T76995B,T76995C,T77125A,T77125B,T77125C,T78256A,T78256B,T78256C,T78258A,T78258B,T78258C,T78259A,T78259B,T78259C,T78262A,T78262B,T78262C,T78264A,T78264B,T78264C,T78269A,T78269B,T78269C,T78270A,T78270B,T78270C,T78271A,T78271B,T78271C,T78273A,T78273B,T78273C,T78274A,T78274B,T78274C,T78279A,T78279B,T78279C,T78280A,T78280B,T78280C,T70731A,T70731B,T70731C,T36870A,T36870B,T70736A,T70736B,T70736C
lundi 21 septembre 2020,2.817488813,9.91391027,0.755110553,4.290418906,28.37615149,26.48507129,27.20452244,57.00099655,23.0195759,22.25850785,30.40656297,34.49133138,43.31984662,35.26885624,13.65458329,13.99505984,12.59042508,25.50164696,14.05325052,14.87407487,11.67045516,22.6308943,11.84059309,36.65563042,1.208364594,10.54622978,9.306929796,94.3295564,29.43769974,15.57684566,17.80901357,25.57589025,7.610751835,3.084998894,2.362853765,36.40606909,20.22658091,3.149038021,14.07235435,12.40690789,16.64116343,46.61519335,22.63627203,32.83361616,19.57972778,12.81664085,61.03913036,41.14519979,22.33784065,21.72200248,11.20954172,47.65499284,30.7982509,53.59673973,2.023367904,2.507604545,5.651666177,34.63028904,27.5732769,12.00261414,15.40060699,9.807954068,18.83290314,43.2010863,39.85154132,78.72249778,15.06115871,39.31101953,60.11323232,30.25974126,8.931532194,13.59613196,2.77592608,1.599414971,6.560798257,1.978592355,28.36207154,11.00945968,11.31642195,17.35840494,21.1304126,7.437361314,2.229660403,7.954731619,22.6793232,31.2745594
lundi 28 septembre 2020,2.391376331,10.53902326,0.815272337,4.787174875,21.56715716,28.8884606,25.88890431,73.55287357,21.33210609,22.6795035,35.42853692,29.0747086,40.08966848,35.10576048,14.20413703,13.77347647,13.89905054,21.84979788,17.60003606,15.26230489,13.1743036,23.26262196,12.19507463,34.2820128,1.815016227,11.04519933,8.873850304,94.60301895,30.86792153,22.91388964,17.97995844,25.22955343,9.922203777,2.796768139,2.460477444,24.95811248,23.04950927,3.545244341,12.16613085,13.91778577,11.54300138,40.0216181,20.3099031,31.3170311,18.11816548,13.52098653,64.65304479,31.60090333,19.68878042,28.25159582,10.79140198,48.87671035,31.52160044,45.20385616,1.483755801,2.541809153,5.445251024,29.29614754,25.56588056,12.4681372,13.14385333,10.05172374,19.70813713,46.38061491,37.76258767,78.45697457,12.6488543,42.64370199,62.11222079,34.53039525,9.276317639,15.26413638,3.84871689,1.644311421,4.458762833,1.609019191,27.94292915,11.15409944,8.069532575,17.43800332,21.61273962,8.946178717,2.352639349,7.877466734,20.610529,29.63042856
lundi 5 octobre 2020,2.911801318,9.381119375,0.737363544,4.666768992,18.40642382,29.42628965,27.55826066,26.2002712,19.02882385,19.81252697,28.6261878,27.94303505,38.46983118,31.92649515,15.06585653,12.34726843,12.95728094,28.28783279,16.72597827,14.08586588,13.2795198,25.98000732,12.14347764,30.21690683,1.600587079,11.53051414,9.105554983,99.344986,29.20502192,17.1478929,16.14067156,25.00048778,8.147948011,2.408931516,2.027018448,16.58073552,20.57060099,3.997101876,10.30219287,14.1295473,7.204183686,37.42966394,17.94620432,29.64543109,16.6882101,10.61426707,59.57263464,37.47304497,20.0540996,25.01008781,11.34301098,42.99166266,28.69942203,48.23982745,1.544579121,2.588265339,5.264968801,27.77554653,27.51686473,14.13765192,13.53240422,9.422776596,21.50720911,44.58748271,42.86714598,74.16976793,11.38966989,39.26664044,59.30582677,32.92774145,8.636130357,14.07047815,2.854708837,1.775466108,3.010343144,1.586340109,20.05079352,11.42090957,7.450629384,18.67864657,20.85282494,4.108616996,1.61586249,6.837671424,22.81619453,30.73932994
lundi 12 octobre 2020,2.380013914,10.32868205,0.825486355,5.256648517,17.93264601,31.56067579,25.86421951,24.52633485,19.7223654,27.74573204,30.67708655,29.04257021,41.51966925,35.28794183,15.66425228,13.20379937,13.77558005,25.55411178,18.54138612,15.20644967,13.17750145,31.35758101,10.43467071,33.85641635,1.980078066,12.47726244,8.602319694,86.86823803,31.36368888,15.49038605,17.43751393,26.97150842,11.32930583,3.855627137,2.283876149,30.31023741,15.06116101,2.766722996,11.6720067,13.36316297,10.92402443,42.40316542,18.25085017,35.40851318,23.44729284,10.79304721,65.34765259,33.79170197,23.98440295,22.90744844,10.30042344,38.78366491,31.72491513,46.70358762,3.958933659,1.95278906,3.901811452,28.56674161,28.59934761,13.05642657,15.28306553,9.572346504,20.91721495,50.12296313,38.66333667,72.97986429,12.22813239,45.80114266,57.20820472,28.38118702,7.19020388,13.29838135,3.92298863,2.116311901,2.621940095,3.205920174,26.34170382,11.82689451,7.03503709,19.42449808,20.02199356,0.256658433,0.09339703,7.263407451,18.83848889,33.21261711
lundi 19 octobre 2020,2.211614789,11.1567754,0.79091793,4.531678096,19.63579735,35.28201553,26.17120514,17.52547864,17.2712391,24.03974145,30.96107694,28.61733267,39.86784046,31.50221973,15.3421387,15.07272116,12.1622318,29.04646807,15.23732471,16.54566466,10.37479241,25.75974336,8.438656375,37.3420005,1.732406026,11.04662737,8.129700811,88.75434687,24.46098034,14.18326148,19.58386516,25.2728342,14.93706566,3.491497769,1.459519398,45.90945963,16.78141787,3.514022016,14.1917386,14.19882018,14.22257022,46.5751882,19.79150609,33.82524109,23.15206716,8.722992153,66.6503107,30.62749385,22.07669122,25.56395189,10.52678788,39.73887183,28.78598691,32.63311083,4.641307004,2.395691116,7.176189776,24.87134254,27.38844731,10.35295296,13.45354218,10.45675437,19.10278794,44.64292579,32.78560502,69.88910953,11.46401465,39.61681662,57.12273305,28.36381113,6.305510819,13.52173611,3.056911733,1.973482198,2.015123761,2.725812728,15.17236137,11.5835072,7.033044814,20.17906595,25.4949358,0.570959633,0.135206161,6.730772218,18.51927038,32.01281647
lundi 26 octobre 2020,1.737022646,10.22949746,0.806825254,6.658002929,22.24629469,31.51177883,25.38929237,36.99550578,18.13339813,26.62860739,31.17214913,31.92003865,43.68978387,36.20735575,14.47869566,14.30356297,12.95162708,25.62891307,17.67700357,16.44638345,13.73754383,32.04452574,8.172345468,31.57862365,1.808389672,12.72834804,9.45494152,89.91355861,19.81725899,14.37277443,21.80243574,28.6097435,13.22958251,3.960592878,2.450189415,44.36443475,13.22017822,5.032197661,11.43399881,15.14005538,15.12201469,49.73526155,22.68389232,36.28912801,19.47148286,9.685080217,45.24547841,23.86525104,23.2487013,24.87524818,8.394426622,40.84561373,27.47474015,36.09769382,3.382561092,5.045853115,6.641773495,26.8019411,26.89519215,12.40219264,12.28956649,12.25447513,18.4114409,49.75026943,33.08461552,64.57097503,14.02980215,35.8562388,46.84466025,30.83010465,6.183087689,11.53477217,2.118987648,2.464497636,2.073437364,1.828559329,18.11297981,9.187340054,7.103952883,21.48470831,23.96870477,0.16160853,0.04348701,8.780728987,14.41076322,29.95428123
lundi 2 novembre 2020,3.221221743,9.933405619,0.889775694,6.165048972,21.8095997,34.10006351,27.09745958,18.27702764,16.38847227,20.97205346,32.33676681,29.64109981,39.62000743,33.87817351,14.94931038,15.1371593,12.77923041,30.75578472,16.5342419,17.45729594,13.64380737,26.01672017,10.15625886,32.32533528,2.085851387,11.74003156,9.753851564,99.8760934,24.80243916,14.69575788,22.1157093,26.42994157,12.1573909,4.156478165,1.734605559,38.55324517,15.71759608,3.298469123,12.54964973,12.82690493,9.460226454,43.36687506,25.7851815,37.53134546,21.6818018,9.501064055,64.11948547,30.33547027,20.05728643,21.58190132,9.177120157,40.06861638,30.36398764,40.7214181,4.465990326,3.954716516,6.794433831,29.16565541,31.74889359,16.00673561,13.01919929,13.32217521,15.85471093,44.8201525,38.72066215,74.97868367,13.89142271,38.82035985,61.88103206,31.16810472,8.041460928,12.72174155,2.992139717,2.328239471,3.343651943,1.662402442,13.77054733,13.99964345,5.89096412,22.35510068,20.32977001,4.742685841,1.117771282,8.395120278,14.84974041,35.49325493
lundi 9 novembre 2020,2.130804177,10.26551186,0.921733253,5.515729777,23.49717622,32.92643533,23.38778348,19.90107743,11.29389037,21.39292747,30.5939722,28.78810512,38.453666,35.35441817,14.47819246,13.72045539,11.9874997,29.03045172,15.50327481,15.01523686,14.00296529,26.65150785,9.344729975,27.90905752,1.89878317,10.88791597,6.982745002,95.51292644,26.67615376,15.60765165,22.54372222,26.27097512,10.89072568,3.984578686,1.682117945,44.78633214,11.49041578,4.439066143,12.99247374,12.85409059,9.228504551,47.66894202,29.67864919,37.95378509,19.86777043,10.55865695,64.30596187,35.11009989,21.20243727,23.40039637,8.578633253,38.84868166,29.99323297,40.41830217,2.640330715,2.6587007,5.085172676,28.78968637,29.83519675,13.01395897,11.94924264,12.11588573,16.14011257,49.34551028,37.58563286,72.47698934,13.50855175,42.11938736,58.10852852,29.24696988,8.427789251,14.59909958,3.165607277,1.930735218,2.175813944,1.815877405,23.25129188,11.20898322,5.639054109,18.98543676,21.24766354,12.35892292,2.973749263,7.741680019,14.93672163,32.04547909
lundi 16 novembre 2020,2.232172971,10.09729155,0.777337514,4.923411104,20.11142243,29.66664379,27.90778236,26.47838417,10.76882255,21.88883843,31.02901426,29.58914973,37.73196422,36.315506,13.26470228,12.42214875,12.47244934,23.60940977,17.85294122,13.68968012,12.65118838,24.8142263,11.02444339,27.2171958,1.793751489,11.20368613,8.175343761,88.35116788,26.42773037,15.71155471,21.7150073,24.06435331,12.29752581,3.622944057,1.799809322,49.43141496,11.80539863,4.471892983,11.08435001,11.94053027,12.99094366,42.17465498,32.52437995,35.13091418,20.43072908,12.3367944,62.62295342,41.15608041,18.71323781,27.45617513,10.56435115,39.5903379,28.64310345,42.01013725,1.901389533,1.768137138,6.618636826,29.91963633,27.01474776,13.62921865,13.22180446,10.54791336,18.46840559,47.40089008,39.30928803,68.96187767,14.23714236,42.37140022,58.23738672,24.19625163,7.951405967,15.39387574,2.783506749,1.810162436,2.410121885,1.94024126,20.88294825,10.51504873,7.949874588,19.83206273,19.98521675,12.97771156,1.736959907,7.625525212,14.44116745,30.97743063
lundi 23 novembre 2020,2.231755094,10.14887814,0.793840617,5.88620602,20.55290697,31.25043042,24.95611787,34.01974335,10.15546328,26.42989484,29.64426543,34.48391752,38.7975703,29.89562811,15.80119629,13.1091524,14.26180191,22.22921616,16.34861833,12.51405954,11.32822998,29.66270519,10.62511289,24.16454012,2.109450842,13.43195013,7.967774878,102.6789877,24.86163077,17.77080813,16.97192765,23.04238205,8.693259404,3.000890801,1.640138518,30.94342921,14.38960033,4.44350919,10.98273412,11.21364477,9.334741564,38.66439764,30.36252388,35.91180933,21.03200921,9.716481678,61.84392274,30.59389935,17.85554528,21.05071019,10.39392812,37.70933939,26.66485166,40.64261588,2.283383011,4.467308898,4.493397301,29.66847918,26.80144105,14.85146101,14.28809124,10.05678777,17.96953612,43.46880508,36.98167972,67.75105192,12.94015348,39.85221046,60.99078229,29.22706751,5.876781396,14.00815844,3.577375451,1.685144341,2.064890136,2.811368115,21.53855986,11.37460397,5.549440363,16.52276943,20.99723151,11.50805019,1.800842967,7.54169452,12.79505467,31.89673032
lundi 30 novembre 2020,2.192215827,11.17394106,0.800440487,5.620856761,24.30447084,35.16150876,22.68105955,28.23327826,9.656494125,19.24923222,30.84386964,33.64917885,43.10305414,34.67171559,14.77759922,14.73447569,13.60575843,21.09500606,16.32793907,14.78882074,11.79892729,27.68819366,8.936020864,27.15122071,1.414408397,11.75987362,7.299536271,88.83380991,30.21552745,15.33286108,22.51155307,29.05179431,11.27320558,4.690009904,1.722753378,48.86721751,11.64600544,3.318406013,14.62388132,12.93813408,10.72315871,44.87285219,34.47513089,34.29400064,21.37448861,12.89236052,61.7952036,28.3716342,20.64449964,25.81692953,9.972515845,31.621993,34.65246359,36.49063155,1.641215812,5.161725956,7.830140618,32.18581675,31.6716625,14.19207107,13.46220678,10.98655378,16.49460098,51.06948447,39.6181866,68.98126141,13.3711259,38.71986441,65.38124798,29.81381302,5.989960234,12.79935761,3.384176999,1.936916396,3.102672031,2.730466656,18.11593828,10.39836351,6.783268286,18.28769672,17.9659431,12.64802347,2.075463095,6.290503313,10.5484917,23.00817394
lundi 7 décembre 2020,1.980696227,11.14230838,0.777994012,5.510989219,25.47097418,33.28111259,23.2010832,17.34777499,14.72744749,18.29479183,30.49031469,31.28011098,44.60412266,31.45810715,16.53058811,15.89275408,14.29033949,28.12142478,17.35203065,16.96767877,20.66336924,29.05125496,9.775367145,28.49225231,1.970716424,14.21876781,7.971018517,92.23214706,32.1006224,16.8719833,19.39904133,25.79883943,12.27170163,5.086696139,1.708255315,40.43780997,10.51612427,3.259199458,11.65046366,13.92420117,13.58335548,45.58421602,26.15221109,36.1678319,26.87253896,9.451881764,62.33449144,29.92144664,20.19191808,23.42213325,10.91170844,36.82133989,30.76953808,41.61278838,2.61196025,2.733870461,6.563842928,25.62832941,27.50592456,14.2646338,13.18214297,11.01963188,17.98681281,50.09677644,42.52557056,67.96267205,13.64064365,39.34675386,64.30284264,25.95288217,6.220910643,14.50632016,3.204034612,1.774869306,3.625141985,2.010428883,25.16438014,11.63599693,6.825539153,19.11947402,19.43572197,13.831597,1.853563034,7.42377621,14.43816864,30.82917566
lundi 14 décembre 2020,2.33724542,11.6879437,0.763618419,5.656848484,23.13230733,29.36696701,20.81846387,24.29199524,17.39635508,20.75688745,34.6055298,34.96656406,48.30016175,29.11578557,15.16798269,15.01309793,17.11259623,24.70201993,21.26382336,15.89620217,15.6873754,24.2833144,10.07884811,27.43430487,1.755439154,13.33500665,7.613010301,97.48874131,28.95966827,11.63164994,20.28121305,26.74386699,13.07514424,6.346410428,1.836739223,41.63394605,9.552753595,3.551934334,12.2929582,15.5117964,13.0066106,40.32272765,29.99477314,38.03697862,25.32706847,9.504972083,57.89573265,22.04776868,20.26121606,25.30490764,10.53389166,35.73571166,26.9887785,38.78040437,5.159356411,2.981756785,11.98626054,28.96596882,26.61802235,13.13561996,13.62593831,9.226553305,15.82281761,42.9287808,42.88755348,62.05250541,14.33194365,39.65856109,59.17819012,33.02700947,6.56556647,8.838072878,2.872199311,1.986559507,4.033399083,1.880071121,26.08815668,11.46627225,7.777177099,23.60325762,18.61651666,11.69879788,2.47731696,7.006080128,12.90153491,28.34122897
lundi 21 décembre 2020,2.558853982,13.25918514,0.809327515,5.143186468,25.33114749,31.6551462,18.42643943,17.21271346,9.111814098,21.5798467,32.37761555,36.1447832,35.04597498,29.65614824,14.23189137,14.02898411,13.4107679,19.29648099,15.64843621,14.23336569,12.64382721,30.59044175,4.466691141,25.14716383,3.214679426,14.82819977,10.86698377,69.19420494,16.89638999,6.572377802,23.00171011,28.65601694,8.46711617,5.717956903,2.597793955,41.65026803,13.64149638,3.965635734,10.98076362,15.57848909,9.886260289,42.07312041,28.39465242,36.47524457,24.29238139,8.689355533,30.59524465,15.70197379,18.91058585,27.70644936,5.165486616,25.65336966,19.46848594,25.60184909,5.521878304,2.672704587,9.170611369,25.28927692,27.84451876,10.7103123,14.05382889,10.70958954,19.02116534,34.22499543,28.94695667,51.10074666,10.99517778,31.96668791,38.39420954,24.92431535,4.355679837,4.793974669,1.364016852,1.961000957,1.152094732,2.674611132,46.30410113,6.63196442,8.306911566,19.85721519,26.03636981,13.75448094,4.96275446,5.447794914,11.83025295,27.46430776
lundi 28 décembre 2020,2.634981646,13.35276516,0.891263743,6.417754884,24.62642905,31.15232057,21.87326473,36.24573202,16.97044647,19.745297,29.7223383,28.58815536,43.6513054,29.00549688,16.81079999,15.12679518,17.06381808,27.02635049,14.95485744,15.60103211,12.93979483,31.63782924,6.041509305,23.08984586,3.126546034,13.5800264,8.87541615,100.2259949,20.82791505,13.10364972,23.34549581,32.60538611,9.259617092,5.007901998,2.593167623,53.9299039,12.08522445,6.757570354,12.35648725,13.89357164,11.241784,42.29989784,25.05628507,38.28363617,23.27200551,8.884945989,41.83551696,22.7951745,19.99340292,26.71768096,5.529775876,35.19089069,26.67886604,28.27048158,3.389288858,1.725020053,6.246656717,27.83633979,26.2115737,12.82432507,13.92255151,9.37553944,20.50594092,37.09217601,31.35942351,56.1396902,10.55626065,40.94964469,41.84966191,36.0013809,4.397214892,8.29239668,2.39409522,1.948646675,1.861057992,2.173574981,22.91871767,4.895410526,8.00910075,20.35185988,21.45641314,10.80890695,3.300173108,5.815126055,11.81925002,25.6982679
lundi 4 janvier 2021,3.146018438,12.76459199,1.080386032,6.296591889,23.27923861,30.32792271,21.7427564,26.47214772,25.79521873,19.23588846,31.15083588,28.57112795,44.16249677,29.72580924,14.3409097,14.44735408,15.66836808,30.69888877,17.4482366,16.04709825,14.32509583,27.77022012,11.20432981,25.73976873,2.542417202,13.52783043,6.703385878,94.31189235,34.32822113,17.1287102,18.18837289,27.21667863,10.35025604,5.144174079,1.457309547,56.46912915,8.924668933,7.669051578,11.76932426,12.1696255,8.434120331,38.62343958,27.21158723,41.1945793,21.68645812,12.46376903,66.08868815,32.20356277,18.26202253,20.30553728,10.1047915,40.98384614,28.72567597,38.67224707,1.905624059,2.278452102,8.316886657,31.52155899,28.78909986,12.64913377,15.93503165,9.260342386,18.70363999,49.53769409,43.17640986,66.68027555,18.84678396,43.3300867,62.40185232,26.43457363,6.533948,11.67889101,3.099031543,2.155604067,7.527432955,2.79363972,22.87822554,10.9568677,6.723938694,19.63822122,18.54203749,9.928231918,3.232600631,7.514495299,13.55509835,31.96302823
lundi 11 janvier 2021,3.099727245,12.54517898,0.931577384,6.393923974,23.47920004,32.15157822,23.54531027,22.80745075,15.74302403,21.11917721,31.35983536,34.13654417,40.77614539,33.76239829,16.88819089,16.81649053,15.57076767,37.95921941,16.28108045,16.6551359,17.094801,25.24190462,12.64995078,30.59028723,1.960399846,13.50183518,7.232616969,99.9712876,36.71378036,15.25291779,21.38392193,28.77190968,12.35430159,4.909840209,1.804935388,40.30120674,11.07854077,8.815479733,10.688091,13.81710646,9.988637873,42.49395585,25.03491291,43.92483168,26.28649469,13.39802514,70.93539969,34.73661078,18.56099295,21.56089329,11.87035707,41.18191956,31.810738,40.0856454,5.413080796,2.097731757,3.953957984,34.7673416,30.75317426,13.87134211,14.15134499,8.954543595,20.68495112,47.14778295,43.77339215,65.39672333,14.06388856,41.557517,64.415158,27.80801774,8.707856649,17.23104744,4.02972238,2.304714522,3.143442715,2.847342055,30.45228883,14.70930741,9.765012624,23.88610447,21.16382164,13.6844064,3.190529551,7.662458878,12.74735774,30.57184915
lundi 18 janvier 2021,3.261307999,13.59221619,0.902894846,6.214023892,23.61952905,35.01533553,26.22443495,25.37651793,12.4644911,23.56703832,33.60622574,33.37253856,45.93919132,33.90567245,14.77090103,23.40479027,24.90286342,50.73921443,17.52476314,16.19160475,19.40718942,38.91439898,10.47871276,31.42887894,1.428955882,16.45926425,12.4903566,122.0205204,34.17060536,18.74706498,20.84454773,29.86473594,11.43826695,5.912260873,3.225017599,45.11821735,12.42610319,6.738335266,13.79053442,13.38165514,8.03168561,41.90519857,29.66520894,53.23375286,36.81586427,14.21400143,65.86938947,34.65438529,20.87673866,22.53939824,13.32799664,39.47249378,35.02280518,38.43471721,2.105132677,2.984273115,7.38500793,35.98560964,33.22306969,13.64297243,27.10316411,10.04951715,24.36676116,45.26955773,41.3530761,68.02123601,17.79613003,44.08163319,63.38165382,37.01382293,7.888931426,17.30137188,4.753431273,2.599042287,2.616883896,2.501998497,30.7968363,12.85629061,8.864401874,20.87366708,22.73044076,12.89203284,3.607794057,6.464193293,12.97133842,26.77525969
lundi 25 janvier 2021,3.004116618,12.4750729,0.966647289,6.501307639,24.77813343,39.1535282,26.94424832,25.9211539,18.55210615,27.57291592,35.20508501,29.4172838,53.6260665,30.58308726,14.98618782,20.37323469,19.89930109,33.56734373,19.12212874,16.35574228,18.16987609,36.78340299,11.26563862,34.10796203,1.57391908,14.17986841,7.505510251,96.36067567,34.83435835,16.04763735,21.97899109,25.31268968,12.07250036,4.065459935,2.218392603,45.56388635,12.51975126,10.88220134,13.75788157,12.60717621,8.794676207,42.69058704,28.25635262,47.4091292,24.97243482,9.062273686,77.68095498,35.03932038,21.13607104,20.1175702,12.18809575,37.96265539,32.88296045,41.8735416,4.7073632,3.68755427,10.53351751,36.90078149,34.57102941,13.43965478,21.79431277,10.57304697,21.48300693,47.05093188,40.69824715,73.81195112,17.59080959,42.94441335,63.82677318,32.97322016,7.097655852,13.26336773,4.520981948,1.878830288,3.998393896,2.188223873,26.69734902,11.08537599,8.290514167,20.83028233,23.39457078,16.59509479,4.18869816,8.162565542,16.11738593,31.03151505
lundi 1 février 2021,2.812031711,12.59680124,0.967461973,6.461627278,23.25701397,35.08968529,26.5195016,20.79704184,14.25247952,25.11720702,34.37481852,30.44887708,50.26723777,30.89206956,15.3290604,17.75712317,21.03612577,29.25301108,16.74028436,15.03157876,15.52575853,26.3943391,10.19133579,34.07377914,1.300210337,11.68478745,6.321900694,109.1566404,31.39616062,17.31647544,20.94059489,27.93014331,12.85203087,4.452399847,2.388716604,41.29077036,12.27707892,11.71789027,13.46590269,15.30446919,7.24441013,45.08524322,28.46730212,38.23223777,27.29663238,10.00208144,76.26699702,38.29195026,19.95881246,24.73691197,13.44189699,44.63488659,32.93849223,40.06390234,3.170707877,4.760665374,9.585070799,42.71055862,34.56947647,12.56449132,16.00873852,10.39829302,19.55593118,50.04542055,43.44373786,73.37671839,16.96392957,40.58316808,67.10684791,36.43488585,7.970717168,15.02029483,3.682245121,1.6443897,3.682798999,1.927736994,20.10565946,9.288180217,6.209668247,21.4114311,23.01089824,15.85765946,5.324039555,7.653535863,16.30157496,32.13585759
lundi 8 février 2021,3.307349695,11.77509813,0.945212607,6.030560951,24.94064485,36.86598315,27.21805916,23.31814644,12.08124262,25.28797337,34.04099967,31.16979488,52.72218936,30.56437361,16.79504407,17.33945559,21.90408994,36.30314105,17.48050425,15.75291315,16.15917639,27.53031072,11.79383609,36.38709332,0.813675742,10.54422376,8.957052116,110.8178727,37.30523843,22.64752156,21.19573508,28.92860241,13.39278915,4.430238776,3.078866394,45.84341088,10.84956162,12.42910804,13.73924238,16.18676425,8.754987449,47.63478996,25.47756301,40.0546034,23.72911174,12.28722884,73.75927604,34.44374819,19.94165002,21.38746271,12.16594635,43.34969246,33.85194604,34.52727921,4.157696518,3.527799097,12.61151897,40.29132903,35.16421414,13.29147533,15.93681601,11.28953092,19.1040003,50.31356005,48.78725281,75.08525428,15.75938887,38.15097282,65.0934267,49.30200644,6.79784827,12.73221996,3.363730717,1.54937017,2.996726948,1.819165406,25.95540521,9.701086668,7.868319364,21.37237797,23.36591731,14.55681939,2.506674,7.770303646,20.940809,31.03055614
lundi 15 février 2021,3.071618248,11.29814558,0.918966735,9.260705812,24.04428581,34.61877484,26.04740197,25.46759909,12.23091527,27.05305179,33.03983223,33.77811255,47.32659251,28.96454567,17.10361098,15.34658174,20.12595764,34.84151255,19.24279959,18.78665593,16.63345625,29.62613227,10.94129395,33.69488884,1.399784759,14.40117723,7.640590528,123.1270537,37.23741444,14.58869656,21.48060728,27.77899133,15.06318016,4.33372791,2.718393635,45.83805913,13.4071117,7.548723044,12.22483811,16.06137104,11.79407812,64.80425117,20.89354471,40.36461984,26.88455866,13.47619974,73.5388265,38.43284297,19.50457982,23.14802849,11.48572363,42.72368218,34.33434796,39.14660387,4.33250388,3.289557594,10.55899433,37.94359683,35.24828965,13.44951738,16.96364273,11.41782515,18.22840225,48.5536452,50.80655884,75.08288736,17.40213367,46.5410802,70.87134761,52.38724587,7.327826513,13.18413313,3.142520759,1.598078137,2.981108809,2.097919278,29.24307359,11.30467023,9.134141151,20.01978512,26.48918693,13.12387409,4.040447211,8.575700698,21.26163013,32.04669206
lundi 22 février 2021,2.313527308,7.728973656,0.728556935,6.761525242,21.26177713,29.45858098,18.41614444,18.31550164,9.875343583,23.49667578,32.11640165,32.81967238,62.57043187,30.42596437,13.94492135,11.84263648,19.7309595,34.1251469,14.90660884,18.10575278,12.99164556,25.25786603,5.422245744,23.29519293,1.367539773,11.73505376,7.109347227,100.2445435,30.39703851,19.7485617,19.67936007,22.18659024,9.830218225,4.019037661,2.544987769,44.32175732,12.84527466,6.013655778,13.07851836,15.20354348,10.40000003,53.76651911,21.56843463,39.41687478,20.10825671,10.687746,62.3426056,32.25298449,21.48377875,23.14905269,12.89894939,37.28665431,41.06890013,29.47535785,5.367542403,4.749369377,10.51191294,31.54703372,38.20333848,12.86101217,17.71208297,10.32619083,16.29928799,42.02290473,38.23668783,65.546709,17.93552505,38.81272703,57.02415555,42.93964222,6.153184828,12.01087378,3.205224724,1.511910059,4.379240871,1.981070526,25.74859995,13.33686979,8.418014447,23.94620801,24.79821136,13.40842906,3.597044779,7.528461232,17.71708961,28.3834417
lundi 1 mars 2021,2.572886887,11.57692885,0.955852096,7.786596908,20.41866236,29.3904427,21.66381887,14.73175024,13.63218554,26.03039966,36.08674696,29.9275687,49.03170968,33.5967074,14.93698072,13.61043368,14.31698991,27.8498687,19.70783542,16.2239755,13.09934945,31.56644689,8.188314886,22.903436,1.135677851,12.23888045,8.161526256,80.35692974,33.82564701,15.505294,22.01758955,24.84379585,11.15266038,4.222983612,2.721620667,46.9535212,10.72748781,6.195787769,12.35178639,17.9607091,21.7858713,51.38095466,27.16845713,39.76076588,29.08614578,9.758680015,47.5479476,32.41223819,20.04883887,24.41233553,10.91920586,44.07111077,33.57841553,32.35671967,4.852883194,7.062002693,11.577551,32.02172327,33.00967251,11.52200278,14.83216299,9.80456393,15.2154082,49.28785943,41.47911774,74.25760688,16.63024647,41.16070782,58.6000263,44.13802219,6.547436025,18.21758071,2.466651531,1.312534233,2.531503859,1.718598335,24.25273996,11.42968452,8.015004919,21.38095157,27.13417851,18.42452073,3.573710703,7.470804093,15.27045987,26.02678322
lundi 8 mars 2021,2.64256345,10.56138888,0.985800814,7.552760444,21.31110703,33.51243857,29.34554776,27.13635221,16.92541414,25.73731046,37.0904013,30.19503691,52.9786357,37.59322289,14.02806152,17.12295633,15.38517323,33.57567388,22.53939002,18.76351642,20.2268728,30.13485917,13.1678752,34.03941201,1.200570781,13.02672257,9.717191385,87.87644022,34.48165018,18.15143438,22.25776764,24.42514203,12.44994617,5.45138156,1.742724391,63.49055047,15.09893405,5.370383947,11.92671059,18.15292431,14.98119179,54.89889142,25.5761178,41.09167971,28.00389273,8.460317032,65.96222538,33.42808376,20.08087846,32.91336809,10.49541202,43.49922589,33.66613779,39.02025256,3.8537776,7.24208626,16.41655666,34.47077463,32.42675216,14.85613691,17.13108661,10.10144862,20.89018691,54.4088887,45.85312352,74.65357914,17.43407512,48.70534271,63.70221166,45.88826051,7.888926803,13.41000347,2.953415402,1.775083729,2.891751612,1.704942732,26.61137627,14.22970409,8.531204961,19.56996759,26.27773712,13.95744717,2.510557091,8.629099761,15.05152323,30.88256842
