timestamp,T70721A,T70721B,T70721C,T70722A,T70722B,T70722C,T70724A,T70724B,T70724C,T70725A,T70725B,T70725C,T70730A,T70730B,T70730C,T70735A,T70735B,T70735C,T70737A,T70737B,T70737C,T70738A,T70738B,T70738C,T70743A,T70743B,T70743C,T70744A,T70744B,T70744C,T70745A,T70745B,T70745C,T70747A,T70747B,T70747C,T76995A,T76995B,T76995C,T77125A,T77125B,T77125C,T78256A,T78256B,T78256C,T78258A,T78258B,T78258C,T78259A,T78259B,T78259C,T78262A,T78262B,T78262C,T78264A,T78264B,T78264C,T78269A,T78269B,T78269C,T78270A,T78270B,T78270C,T78271A,T78271B,T78271C,T78273A,T78273B,T78273C,T78274A,T78274B,T78274C,T78279A,T78279B,T78279C,T78280A,T78280B,T78280C,T70731A,T70731B,T70731C,T36870A,T36870B,T70736A,T70736B,T70736C
lundi 30 mars 2020,2.054749967,8.062954675,0.635592212,2.856414232,16.50173789,22.85762237,25.56048991,13.01908571,10.93873233,14.20248906,25.13579785,25.2575486,34.53828816,28.65181459,12.49239068,16.49230261,7.866928389,19.27874683,16.26807436,17.50092885,10.7177128,19.59765391,8.659687664,18.47840655,1.174381298,8.628420527,9.535236013,53.03394501,26.04535514,9.973430745,12.71260539,24.29943639,7.294215653,3.514692919,2.502999903,40.31402867,24.74139821,1.876827978,9.409577194,7.816485137,5.702544719,34.40422349,16.44660493,31.4101619,15.80453735,6.5405998,55.69777191,29.02848612,21.74230393,20.19655991,9.759901142,19.81001495,14.31448153,27.97417745,2.297746816,2.286064348,3.93671223,22.93610407,25.34406476,9.970020433,17.46902977,8.280741106,15.3259006,49.64709971,29.03897935,57.23859869,7.787687919,28.91218964,45.03067322,28.96794366,4.259882475,11.00932083,2.094212501,1.434419584,2.244988255,1.082412399,13.51105512,10.04463597,5.324638045,14.0616161,16.68302366,3.842438472,1.174495316,4.953324511,12.53749742,21.76840759
lundi 6 avril 2020,1.859590987,6.58825771,0.629223827,3.675322546,17.49159395,25.49995123,25.02354056,12.22600508,9.558208847,13.83345431,25.2017792,23.27111655,51.55722842,23.75399733,13.49141171,13.94104243,10.00989365,15.68498411,15.04746499,17.15686031,11.10784405,22.90938775,8.702611989,14.63251904,1.264809965,9.558787596,9.521190562,56.18830393,22.89563841,7.9555304,13.9342199,18.7716241,6.891833467,3.559442165,2.329719844,38.90639503,20.76801582,1.771267155,14.5452263,10.10683389,6.092734924,38.54608278,16.74141371,29.1485004,17.1793659,7.848956185,45.88839552,28.62278513,21.83486723,22.06738211,9.962479549,21.3344159,14.04141767,28.16349837,2.264605757,3.745333559,5.892485054,26.84273149,22.15694158,9.933508591,14.75761817,8.791841228,14.66474754,46.44053004,27.36418722,55.48117874,9.81674984,32.8284902,46.72240933,28.90271097,4.132977052,10.86454537,2.475918381,1.335450558,2.614894702,1.602188319,9.569838405,10.09903177,4.670954749,13.69189448,14.88053776,3.930671778,1.551226442,5.931193972,15.34988426,21.49913426
lundi 13 avril 2020,1.779828417,7.732477577,0.605530878,2.613426366,16.01628839,26.08488906,23.8978213,10.80890104,11.65315069,18.27191082,26.9808539,21.38065101,42.62939818,22.19635445,12.41455493,17.57892663,9.887997253,18.6387589,13.83580247,12.48123034,9.29656733,23.12538539,6.044544779,13.80559861,1.295195071,10.66439744,8.766544853,56.27715131,23.64357536,8.546585296,14.36322427,24.10868267,7.361781749,4.5465965,3.197049847,42.28347096,18.43299931,4.131971131,12.24342107,8.835390706,7.53970813,59.98475966,16.68161756,28.33382929,15.58664765,11.65706783,41.95890486,29.96070148,22.49541613,23.65975265,10.93693075,20.52307098,12.67657113,22.95981527,1.9810776,3.148915711,5.696136714,25.98265532,21.7805764,9.378743769,12.79072149,9.247573924,16.52307414,42.67245146,24.4437715,63.19806758,11.82445745,31.70832822,40.37501821,29.59959273,4.601564233,11.88814119,2.545257205,1.307152056,1.767806366,1.279437872,11.49795279,13.50241974,5.131411229,18.53655209,17.60016558,4.55888218,1.95332582,5.178960093,20.57083607,24.34939703
lundi 20 avril 2020,2.747250832,8.181392287,0.697155598,2.948583755,14.79148287,27.65464466,26.14727619,11.16434803,12.14019695,18.04453454,28.65163224,21.84495604,34.79047473,23.02304813,14.94729905,15.17213569,9.996858486,18.85226509,16.23740544,16.46059085,10.0944374,19.48376759,6.420844873,18.19392717,1.213454211,12.27267548,9.712812543,62.19170128,21.09547322,8.493854454,17.24006163,22.26940969,7.252218332,4.781802476,2.147503136,39.27275129,22.95808991,4.911486538,10.36181935,8.909662641,6.622007598,47.33455968,16.92525657,32.57313997,15.093874,18.13419484,42.90348832,25.14914864,24.32124676,22.20634951,8.167307365,21.74530081,13.47561706,21.78336756,1.802882169,2.43198897,4.86489486,19.39784176,22.01146021,9.461224004,12.77240411,8.482089329,15.07446619,45.19707087,30.7558774,66.86795673,8.449856192,26.81882,39.67436306,26.8383603,5.040620977,13.71121368,2.386036311,1.54492879,1.36575587,1.036827312,8.951746616,9.123845746,5.434445163,18.35213296,17.19711018,5.243806175,1.611640315,5.327032811,21.47440907,23.65998105
lundi 27 avril 2020,1.713343804,6.972554141,0.605862477,3.180812738,16.63062762,25.18793415,30.98945761,54.61079822,13.94186137,15.18550046,26.38764634,22.41134235,27.48258052,24.86954029,12.12669046,12.66152285,9.566579555,16.11447256,13.70995377,12.68784688,14.74228187,20.33965314,7.623109464,20.42867474,1.463114476,10.84340564,8.197479256,61.38672889,21.56196039,13.04161798,12.85365721,20.24007638,8.267229523,3.506124886,2.908112399,39.76333862,18.29130698,3.064534829,9.264264838,7.740175626,5.31373312,42.70368844,14.81216827,28.49050091,15.42607678,8.139064839,46.554985,20.50793694,20.56186201,23.48685561,8.618678971,20.97384385,15.07609516,28.84477599,1.753491458,2.231326731,4.0555251,23.27502383,22.08461182,9.157043524,12.01455484,8.190514312,11.89389124,42.12864209,30.1718283,63.43602243,10.2506477,29.4904483,44.14731533,24.35616797,4.618494301,8.81408637,1.990627304,1.447923136,1.952367889,0.971446059,14.55573061,9.205596779,5.39347798,16.87385213,15.87236781,4.897042896,2.218255703,5.379122882,24.60333591,22.43840476
lundi 4 mai 2020,1.685479493,7.722043309,0.682228052,2.770973462,16.81022385,28.04020207,25.98740849,64.83472122,13.65228996,15.70618499,27.24530488,23.62860428,37.70208021,25.51190556,13.13022036,14.0840155,11.3327412,20.24818376,13.11707192,14.94424334,14.59991436,20.9664139,10.04425344,22.02457659,1.362706717,11.68836671,9.382573913,69.4326785,25.06550876,10.41747007,13.87426759,22.23300772,8.544272052,3.451115368,1.782284143,39.58791164,22.61966452,3.011286234,9.535757222,8.431265359,6.301308708,38.16519739,14.82734637,32.5387654,14.42424168,5.743179692,46.77222494,15.94947113,21.58143854,23.79367526,8.761857207,27.99872446,14.89711606,33.48290233,1.430618335,2.098155237,5.320784001,27.9952281,24.81850809,10.61916546,13.85560043,7.42148982,13.994613,44.75406606,31.52749859,60.0403803,11.6341516,31.54769715,47.2587777,27.27569692,4.429670059,10.01245173,2.086116246,1.363905308,1.704486753,1.143502662,10.52496831,9.165325379,5.047925039,13.95205456,15.47981913,5.614549955,1.581842441,7.209640427,16.91844039,22.21702193
lundi 11 mai 2020,1.665563261,8.102187299,0.626301302,3.180591768,18.15112873,28.93273794,26.79508944,77.33565207,16.06406158,8.43239348,16.73317615,13.27684063,37.11820444,25.4811516,13.30794716,15.63704755,10.2795818,19.72581865,16.66965056,15.04769221,17.57850593,20.77507644,11.23114376,19.61289083,1.056605251,11.40348991,8.500425867,64.80531769,24.71939246,9.346680814,14.56888374,23.45500005,10.29704401,4.089133243,1.46764255,38.45399245,22.10152239,3.192019792,8.859039139,7.735760764,6.32971642,35.77120956,14.82813437,31.05446227,15.85667043,6.626498369,32.06104937,14.66360132,24.37719288,25.42986016,10.45563226,28.08621072,21.08968166,35.02159429,3.203452128,1.930688145,4.588270871,24.57004266,28.39078535,9.508732567,14.00298086,9.646919022,15.37863548,47.37338783,35.58008591,59.95580941,11.95245448,28.93673178,49.47023143,32.5123903,4.330377483,12.05076256,1.749823677,1.311454321,1.517489022,1.463933196,11.78155718,10.94001923,5.340058042,14.56797778,14.64912003,5.772399677,2.148531275,3.357738065,7.036313557,10.9853517
lundi 18 mai 2020,1.932955984,7.325371702,0.718563724,3.403268742,18.05010396,24.84485794,27.68890595,90.28889322,13.17203291,12.7576345,25.25019328,19.04151399,41.02140106,22.3460344,13.18348254,14.17150101,10.11093931,18.47169704,15.86420542,14.79787389,15.12826707,20.19795922,8.224831699,16.86198174,0.971783334,10.94119743,8.104849977,58.02829646,20.25712625,8.808849521,13.39641302,21.64531769,9.403500892,3.977570654,1.825023038,35.71910525,21.38435191,3.1569589,9.13819764,7.698285807,5.318195507,38.33210143,16.83792379,33.71258785,17.02519683,8.340132067,35.28509256,19.5216314,21.60685811,21.54588517,9.296195621,26.05216289,19.9487376,31.63038058,3.02648059,2.583865548,4.98446182,24.22112809,25.61749064,9.308442799,12.54836712,8.288216168,17.60472131,46.01803709,35.78601184,58.58171214,8.767150904,26.1335487,44.37280657,30.72622234,3.740276649,11.94152575,2.6886023,1.420678686,1.829122282,1.749272802,18.64091862,10.79085193,4.996349697,16.30474866,12.89235837,5.565027637,6.083630138,2.83739479,11.52213227,14.03041218
lundi 25 mai 2020,2.029439608,8.211228694,0.642540898,2.788430732,14.89899123,23.71596025,28.20677125,60.72824302,13.87429786,15.65654429,26.96944593,20.25941983,32.88972498,24.23081803,13.10703453,13.22548592,11.36876914,24.78096003,13.45127723,12.62976218,13.35507124,14.86988266,6.700575661,13.89517776,1.386102398,15.12278337,9.547959522,63.8519398,23.22921028,11.50000285,15.50035403,23.5396112,11.83485154,4.318269872,2.515705048,43.68481116,19.609843,3.948194124,10.2317555,7.890687666,13.22993463,50.47260089,16.68620712,33.14129815,19.61252314,9.971147904,41.40066684,22.30077505,24.1323358,19.41175876,8.217927629,34.7085828,19.60497116,32.09727837,2.723404788,3.421551228,4.007825538,26.17075002,22.42915583,8.544825728,14.06193348,8.717760628,19.0527303,40.38743724,32.66584854,63.18339729,9.243206576,27.36289286,41.97881489,30.08206342,4.805402799,9.189334188,2.636716553,1.334730376,1.870698829,1.081816104,13.22909629,11.47660243,5.641466578,19.99163173,18.30548368,4.407343101,1.741091589,6.713153529,21.13349373,25.1945351
lundi 1 juin 2020,2.605779016,8.17330505,0.641290543,2.764078493,15.28664707,27.49959954,28.13441014,33.72351224,14.25510062,16.98642179,29.03699439,26.31238613,47.7502667,28.36142579,12.17191854,16.61975797,10.4548937,19.64735913,17.12383013,16.94077455,15.45367693,18.74931139,7.684405482,16.16227426,1.24319053,9.633139584,8.056682237,57.29864094,21.56295095,8.371537678,16.74817798,21.12459713,9.321817655,4.984171584,1.54319133,45.64316976,21.12510124,4.459326472,11.07805039,8.289904014,14.35831127,38.68952201,20.68940959,32.14653542,18.66003134,12.39199281,41.72637388,19.00481973,24.7311572,23.5987579,10.93530188,36.26343661,20.87867105,42.03930928,1.707045589,2.312718443,4.015884096,25.37676589,22.33736621,10.17238697,15.00835398,8.921246747,16.68293331,43.20622108,32.93247433,61.05473352,8.975825907,30.62293188,43.68845981,28.91787822,4.795236804,9.72088976,2.387137686,1.39297468,2.072354815,1.415686837,12.41294733,14.4669517,6.534246763,15.988386,16.22540617,5.36901052,1.724596559,5.879158332,22.34264121,23.69327855
lundi 8 juin 2020,2.235768918,8.390415548,0.645782403,2.975304543,17.64591327,25.78433382,29.01233376,62.2506361,14.61490689,18.56300497,27.34371675,23.54343017,36.63733368,27.18244497,15.04883067,13.63662233,12.05157998,25.06515033,15.29657783,14.71989781,13.26134702,18.44461194,4.588396339,14.29955802,0.977241559,10.55161771,9.062896524,55.98847893,19.61312512,5.779827588,15.51206291,22.01540688,11.19051499,5.799213546,2.196797221,39.63651924,21.79719923,2.667485458,15.01499436,9.323043358,12.33633293,41.88128273,19.17422257,31.9874409,17.39171953,10.33340385,39.66114782,16.93702475,23.0852763,25.35286407,9.721833478,38.00489683,21.77994201,40.66433316,1.799005364,2.738305344,4.248090691,24.33569232,22.65377357,9.723765438,14.04761278,8.857084681,16.33990952,40.58392009,29.52123464,59.79799754,8.20904771,29.12138346,40.97193269,28.31651324,5.863800486,11.28410554,3.050407644,1.768194582,1.758228656,1.26171648,11.12908195,9.855792059,5.238542886,16.33204573,18.20568566,5.748100457,1.721139215,4.931227064,16.57496491,21.09697033
lundi 15 juin 2020,1.95229484,8.917116196,0.676218307,2.791425914,17.62411535,27.43692383,18.7852369,11.78756787,11.55677565,17.6625245,24.57428555,20.27639853,32.35532661,27.65365522,9.439109705,9.792936542,9.125518675,18.56877292,11.18385482,11.84548583,10.51487274,18.0138766,4.745771691,10.53803581,0.59593697,7.159575216,7.527351345,57.20874549,20.89719922,8.274380537,13.81756071,20.25663569,9.752379124,4.345533446,2.753250515,37.1324657,16.08976541,2.705538224,8.360900626,5.683318646,5.246189384,33.31034686,16.77200444,28.84451591,16.34474134,9.098879173,36.80988148,21.27386466,15.9645033,20.02767632,7.531521728,30.79010997,16.91115777,27.17417166,2.421501186,3.571793032,4.23422025,21.45157458,21.75981005,8.578948114,13.36524524,7.60287427,12.840069,30.84912337,21.62817335,49.79689308,7.207996764,24.32264256,32.21199249,30.59677189,5.673962399,9.570977441,3.108491685,1.29040313,1.891246427,1.367762274,12.27070959,11.61767225,5.669379316,16.3626488,16.27009445,4.97716275,2.291626967,5.007193166,18.71779772,22.63458292
lundi 22 juin 2020,2.130640675,9.276614084,0.701380193,2.728113563,19.65553962,25.48595002,22.00892779,15.68734457,15.34193867,18.28266943,27.78102697,24.57854853,28.15904461,28.97015613,8.225701755,16.01214194,12.40067083,24.25162097,16.08717967,15.87626305,13.28359503,20.42872696,6.184201969,13.45652614,1.398359629,10.40580026,8.703286495,55.48379084,21.08402085,7.427696066,15.24394677,23.97583159,12.62269052,4.503157124,1.763552598,40.77223148,19.32220322,3.048507022,11.55432527,7.757655875,15.10969428,48.5460256,15.18521693,28.50237709,17.38935481,9.269033187,41.01110879,16.56921643,20.78828645,23.64413239,10.9508512,29.6458844,18.61581429,35.89710728,4.634681576,3.250030087,5.77478591,18.03244911,19.39833914,7.124211183,14.31864712,9.037756447,12.30595973,44.13405376,32.33098786,65.07381329,11.11048337,33.82036502,43.76685698,31.11986704,8.883797653,13.78760353,3.279782734,1.383327186,3.313845558,1.153802053,11.50284911,11.63770622,7.767272916,19.79593699,17.73573513,4.080644092,2.058476498,6.75709441,20.97627184,22.49477175
lundi 29 juin 2020,2.264780389,8.056138108,0.705174079,2.869166412,15.2379517,24.5528811,23.9367564,69.22488027,15.7238089,17.09518126,25.54231982,27.73534836,28.68128784,24.49806256,8.484658202,18.12558304,10.55893165,20.89028201,12.18486662,15.75427023,11.69921976,21.3936382,5.63534239,12.4490857,1.383158751,11.89478625,7.506031405,56.90308552,16.56241209,8.527215653,15.62231993,22.55969676,12.70661822,3.275069045,2.272987635,45.62677114,21.79623683,3.168488953,10.60084969,8.587285908,23.27457333,48.0166988,13.88719649,29.242109,14.73260974,9.544958557,40.87367613,16.26435562,21.866491,21.77527761,11.12447199,28.73582095,19.6834768,42.90385609,2.277274814,3.167479603,6.137972457,23.06497705,22.3098279,8.614732833,13.34438401,9.258012517,14.58256983,38.41548193,28.24984934,61.20242149,10.33567175,32.69236717,41.58277107,29.25597117,5.53220155,12.07627989,3.860393084,1.473499965,2.808331163,1.239238243,10.32181379,12.36330399,7.887090388,18.32315452,16.96642174,4.462616805,1.784581066,4.644090619,21.99467177,28.66186109
lundi 6 juillet 2020,2.551912065,9.666095814,0.714679549,2.925369769,16.51555631,24.71766919,27.8347734,30.9862105,19.76170077,20.18230658,31.17720874,28.09423818,29.92858214,28.13462343,9.825543388,16.98234392,11.50837117,23.10962003,12.54911243,17.48229544,11.79758733,27.48956044,7.066116879,16.74263917,1.394958608,10.46901868,7.424623623,75.61886231,22.26060903,11.21179673,15.27278858,22.78005187,13.26754031,4.283281949,2.863728675,45.56411926,22.8487227,2.911082679,13.86667175,9.127463955,20.03109557,63.10430615,17.50669089,27.48116244,18.87463298,21.06247189,45.437166,25.77238801,23.5895636,23.86808704,10.69190389,36.07238009,24.72360764,39.45024222,2.866476376,4.747647852,5.702894884,22.83555508,23.15267718,9.003539786,13.42876168,9.767986248,14.15962708,43.13410945,36.40819834,79.13126138,10.90185505,29.31806719,43.33248444,37.8214529,7.182956819,18.56660129,3.673950657,1.560994923,2.48649729,1.329436429,10.55080125,17.42171901,8.017414037,23.29204422,21.34900465,4.928415507,2.383331343,6.282369139,23.8843323,29.52485143
lundi 13 juillet 2020,2.242108429,8.980001095,0.674039994,2.515799497,15.4344998,24.89857936,21.94018388,20.51816392,17.41125498,19.22755468,28.37163258,31.4392937,29.69878767,27.0200937,9.662958287,15.28503586,10.84259818,21.02688194,10.79911129,15.8543732,12.96071052,23.02761888,5.341925731,16.63331214,1.231511612,10.35093455,7.873500912,63.99548199,20.67186634,10.80154063,15.13201465,20.7025133,9.619922841,4.139789072,2.517358734,44.25278481,19.55931129,3.510736134,12.77128363,8.061928965,7.673296723,66.07231284,15.73449621,29.38740663,17.06052529,12.05426968,40.09983647,26.62507419,22.39165697,19.44970541,9.511098773,31.71491354,25.06368206,36.47146985,2.6162797,4.557191761,5.824386585,22.86301811,21.31105716,7.966776208,14.04744742,9.026297411,13.3234234,42.83297285,30.25534361,76.04168615,10.4057752,33.1600737,43.25681582,29.65742374,7.571163104,9.81027202,3.999226707,1.662941616,1.729292913,1.109009411,9.612089033,17.00577649,8.115598044,23.68557208,23.32723833,4.430197051,2.606283012,5.622080471,20.5783147,23.89094181
lundi 20 juillet 2020,2.326806468,10.36801038,0.787474153,2.761501831,20.08105526,29.72951695,22.31438607,15.42392362,19.82434948,19.32748272,32.04397848,36.99454364,34.81437603,28.85443614,10.89019417,16.08197601,13.08727481,36.24153956,15.1635743,14.83090984,16.50855822,20.93424666,7.968558772,24.06102732,1.573718758,11.22397147,10.60317997,70.86693668,23.73451514,11.64466786,17.64037017,24.72805709,15.65964566,4.781906161,3.281168289,55.22953685,20.31240558,7.177489266,13.16867444,10.35012823,8.928133192,70.54545378,17.18975665,32.20833181,16.51877543,14.10808254,44.37636364,27.64791174,24.46217346,23.70426013,10.38318144,36.56489451,27.26580479,45.80526083,3.929501484,4.461223634,5.90121789,24.62908027,22.61786164,8.213974959,13.1480978,9.89659513,16.48191704,39.21349931,32.48371746,80.36255718,12.31465954,38.27725034,49.23226212,36.96348204,8.487594386,12.11721659,4.579053169,1.668823808,2.205104043,1.294593125,34.65792765,17.3584453,7.777055314,29.12935511,29.04195729,4.763424087,2.716874689,6.339486686,24.03799649,27.29200946
lundi 27 juillet 2020,1.792872854,7.360680423,0.544505423,2.72577583,26.51237882,20.85751863,18.94635772,15.93692152,15.45758654,16.52872533,28.61420466,22.23792698,23.16518578,20.92201182,10.98756231,15.87592749,12.39466183,20.14502653,13.89619795,16.11661902,15.54311909,15.64531462,5.46011719,17.61377482,2.002307686,11.45273512,7.024968531,52.14360004,20.28583952,9.499639547,16.45209514,22.12998935,11.77808424,3.873604388,2.690552428,38.79622281,17.96033934,4.978400532,11.02552427,9.10081014,10.84430508,69.72361311,16.76475862,21.98902414,13.23397315,10.13709551,33.53490609,20.60781658,24.1018739,20.28466978,8.683270476,34.62712114,20.03239002,35.13038079,3.737641388,4.030456982,4.705025911,19.60755564,17.77531716,7.208494745,11.81366242,8.48498604,12.93320347,35.73729439,26.25049974,64.39688063,10.22570871,27.3547247,38.1707613,26.19439593,6.871985708,7.380771063,2.204063638,1.521263556,3.215443879,1.064293347,19.67935929,14.35195343,7.495492084,26.4790778,22.50731322,4.260758202,1.953964934,4.840863322,17.62951846,23.12276982
lundi 3 août 2020,2.117192172,8.587375669,0.742821607,3.109906027,17.35950777,28.49499841,25.92397839,14.15428299,17.90097235,24.86690902,33.68573574,33.21015743,35.07352286,30.68309291,14.47587808,18.14856973,13.52644227,28.47108045,15.16571558,15.64705609,13.39235728,26.89532959,10.34584749,23.69632183,2.333585122,12.66576544,8.851262253,88.01975025,29.90156151,12.77741751,18.59595972,23.80805749,11.84982803,5.165821465,2.691677087,56.93110687,24.50516361,6.813579464,17.29949489,9.797316485,9.659136156,97.19205774,17.97009429,30.0143114,19.13150443,14.43318909,45.52614141,30.25349649,27.93503463,21.77996512,8.171369289,41.74755952,28.56160605,44.30977448,3.51142995,6.097621856,7.813352577,26.31578575,23.01785662,8.814860244,13.64232455,12.6229166,20.64685346,44.69408784,34.48061773,82.98339301,13.30724219,37.96376778,48.91604769,39.13178376,9.980331903,17.22698568,3.003072787,1.632624169,3.56304021,1.032560125,45.05382875,19.18644554,9.228390645,37.59795498,31.44962531,7.446629033,2.870899424,6.971800139,22.92555722,34.03233114
lundi 10 août 2020,1.973595138,10.14686571,0.767491857,3.184281868,18.33875932,31.98606053,30.3201246,14.07959888,18.08012751,31.81708406,35.56327934,39.40556575,33.62088221,34.75347607,12.77407352,16.16824258,12.70720725,27.43470665,17.10063507,17.02191767,11.30621413,25.06490098,8.875900854,26.86255356,2.719454024,10.14384059,9.255474828,93.78390568,26.99051883,14.20658125,20.20245083,26.89359671,9.889648279,5.918952062,3.186755078,47.04017162,23.60204716,6.526572571,14.65163704,12.39241098,12.05955641,98.2703142,18.46161372,27.81632887,16.10909342,16.16433633,49.68347259,40.24026734,22.94869481,22.0654933,6.018958013,41.80386923,31.62628767,43.14535528,2.929697832,5.310755472,5.716661575,21.22617856,22.64512635,8.008633628,14.30347929,11.49475917,19.64714629,44.12411887,32.87791203,86.28954696,14.2395425,40.92099761,47.02206561,41.78127324,9.24119732,17.98657748,2.792789301,1.923165062,2.097981986,1.345787507,37.81113087,15.03495076,9.714710197,37.97542328,34.10994824,6.728231739,3.016737634,7.703830356,29.39166048,29.81767313
lundi 17 août 2020,2.485180052,8.697277533,0.837217398,3.483951782,18.29147127,24.64597471,24.43848932,14.28160387,18.56524958,24.37904448,32.5747513,30.99769188,37.15155613,31.81248188,14.50580869,12.76269283,12.70981427,24.76844939,13.53410289,18.45940593,11.06084326,24.14404109,8.061730077,30.55659375,2.44243833,10.49630872,8.382986245,79.34977497,26.4077391,18.51374492,20.07076496,26.43370019,11.1469653,5.484369086,3.307895448,49.64475374,20.78803248,5.242962434,14.80874309,12.4220341,19.13871285,90.57494922,17.5529098,26.45272678,15.44892205,14.364724,51.41653225,30.75223178,22.98263708,22.74644881,9.266126943,42.64363408,30.64503126,41.33843088,2.789524504,4.793456358,7.401831568,21.30378589,19.35130656,7.01717161,12.38211493,10.7185076,16.73465534,38.32012286,36.96314688,75.0650428,13.28214555,34.65311829,45.83829624,38.33885416,10.21193503,16.69989035,2.42399071,2.012796084,2.232344033,1.31320801,21.27402642,15.86178533,8.636374503,31.525831,31.36666268,5.125586211,2.891754213,10.2128241,23.81452717,31.75036563
lundi 24 août 2020,2.227017622,8.465832131,0.687946815,4.183185431,20.49303116,22.37387556,22.45196016,14.04978473,18.09914074,22.33435996,26.28183119,25.00867183,32.95805413,28.05687956,15.117572,14.25437006,11.12887913,24.62875528,14.14460499,15.02415398,10.25503582,19.93320048,8.894277903,24.23746407,2.025338017,13.03742369,8.948961357,65.75827216,20.25268404,14.21112104,16.30512381,23.46709715,8.519084536,4.19117964,2.135013472,40.50709802,21.4440482,4.454162391,10.83612957,9.018648296,10.50103932,62.64774933,14.84402594,25.70881943,15.8897846,10.50865258,44.46988223,25.81530521,24.59929831,30.93982806,8.223359518,33.56523064,25.99445445,43.44214068,2.370903115,2.781834179,5.354649343,25.15465371,24.99726631,9.164779824,11.99680543,12.52456699,14.97487545,39.58831647,29.85613624,61.78451813,12.78129819,34.62551343,43.40092056,31.97409071,9.070424438,8.625949472,1.724172834,1.582085832,1.766303452,1.034490615,21.20090446,12.49622565,6.461485719,21.46763846,19.09214906,5.001024412,2.306329362,6.238311908,17.3236746,23.06301883
lundi 31 août 2020,2.360146673,8.863531066,0.833488111,4.207105484,24.69924901,24.25714436,23.91041062,50.0153219,14.63529998,18.7174831,28.19354912,31.74949637,39.06857668,31.91800826,13.93272685,13.74339997,12.76081918,23.24788171,13.82288769,18.45201768,9.818566062,19.97008557,14.56373931,35.42077589,2.068270155,13.2444754,7.661763268,30.99166252,14.3974823,9.991285648,19.85672822,24.13942864,10.71597439,4.183584107,3.467818255,40.37330253,22.83195567,2.869455195,14.93416786,12.24756146,9.482266614,55.57705647,17.1370317,27.65755471,15.14673257,13.11148598,60.99049029,51.58520032,23.85580254,26.14444519,9.182085749,44.21273942,35.14938133,53.17467851,1.609794751,2.481894336,3.697069657,34.67196624,25.68438186,13.42352191,13.38675404,9.677824675,15.51728037,42.46463837,38.24924493,73.32124962,14.33426275,41.09029375,61.9579817,37.30929327,8.915190364,8.794585247,2.541535878,2.017356086,3.158457073,1.149932023,33.89277666,11.43490851,7.384365592,20.71625715,20.89162366,4.085746156,2.009475267,8.421570476,20.2150393,28.13403194
lundi 7 septembre 2020,2.245193909,9.042871157,0.739621856,4.786534014,22.89679081,27.11177777,24.52307837,20.38362015,14.38245482,18.05766402,29.2458176,31.9464131,46.46157341,40.133953,15.10666997,14.04730727,13.57073125,31.08559605,12.60541608,18.11055872,13.08731077,25.95661033,10.74237638,36.70977266,1.867114659,11.1839861,8.18634565,78.07923933,31.50208408,12.95190845,17.31457518,24.52575621,7.995050142,5.278534054,2.340898401,41.11698316,24.4716162,2.791980004,15.09925355,15.14258607,7.382369303,49.77942469,16.55430486,28.27606179,16.09866316,14.57712834,57.96959291,36.35678507,19.57772683,24.09727225,11.17797327,47.46497711,33.16438694,52.18142465,2.697673478,3.364576288,6.626649396,32.93472901,24.6351098,10.96232018,16.02104693,11.98573495,18.5577842,42.05513713,38.49366552,78.13346728,14.80105154,39.09093009,63.63772564,35.85490816,8.216986038,18.92668535,2.626286034,1.814967043,5.346830897,1.200865164,35.57830981,12.1567226,9.789455368,16.47526653,21.34746619,5.066663102,2.317640162,8.426859622,22.84108622,33.48783431
lundi 14 septembre 2020,2.268130069,8.739140997,0.88522404,4.446743865,18.68102486,22.97021641,24.55919534,25.26970576,22.46774181,19.85549733,28.44926648,32.07712599,45.23926648,38.3305747,16.00233042,15.32950899,12.89649949,30.35394293,15.7108778,14.34449061,11.26069277,30.35923193,10.5146122,35.36339128,1.624397206,10.71515294,8.526121791,123.9734617,36.28728338,22.78304426,16.66458969,25.88173844,9.319283498,4.518834505,2.33379073,43.75663509,22.96370257,2.706407864,14.14021949,10.57398871,16.19719362,52.04930376,18.69463607,29.74537534,17.63350511,15.56722021,62.43266119,42.33810863,23.08077035,21.65074191,9.143819152,45.73216498,35.06613009,51.0378942,2.159676949,2.792694369,5.442943079,33.84793778,26.20334411,11.85578886,14.37658049,9.993663909,20.49153979,44.69455487,39.89778468,83.78435888,13.62189406,40.70780515,65.36182453,34.22950193,10.45488468,20.11882211,2.717798857,1.796285302,4.240462924,1.250557246,35.75113734,11.23152946,8.802194152,16.15630078,22.29105229,5.177627229,1.777087985,6.896224438,20.30280663,36.85560876
